SITEVISITID,REGION,ISLAND,SITE,REEF_ZONE,DEPTH_BIN,MISSIONID,OBS_YEAR,DATE_,HABITAT_CODE,LATITUDE_LOV,LONGITUDE_LOV,EXCLUDE_FLAG,new_MIN_DEPTH_M,new_MAX_DEPTH_M,Benthic,Fish,SEC_NAME,TYPE,ANALYSIS_SCHEME,ANALYSIS_YEAR,TUT2012,OTHER_AREA_GROUPING,SPECIAL_PROJ_YN,SPECIAL_PROJ_DESCRIPTION
8345,SAMOA,Ofu & Olosega,OFU-00722,Forereef,Mid,HA1501,2015,3/14/2015,AGR,-14.18606065,-169.6074286,0,13.41054557,15.54404145,1,0,Ofu & Olosega,RANDOM,AS_SANCTUARY,2015,NA,NA,0,
8485,SAMOA,Ofu & Olosega,OFU-00715,Forereef,Mid,HA1501,2015,3/21/2015,AGR,-14.162101,-169.607308,0,12.80097531,15.23925632,1,0,Ofu & Olosega,RANDOM,AS_SANCTUARY,2015,NA,NA,0,
8497,SAMOA,Ofu & Olosega,OFU-00566,Forereef,Deep,HA1501,2015,3/21/2015,AGR,-14.1610084,-169.60681,0,20,23.9,0,1,Ofu & Olosega,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,NA,
8337,SAMOA,Ofu & Olosega,OFU-00572,Forereef,Mid,HA1501,2015,3/14/2015,AGR,-14.17575711,-169.6066253,0,8.2,11,0,1,Ofu & Olosega,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,NA,
8344,SAMOA,Ofu & Olosega,OFU-00655,Forereef,Deep,HA1501,2015,3/14/2015,AGR,-14.16261664,-169.6066056,0,20.11581835,21.63974398,1,0,Ofu & Olosega,RANDOM,AS_SANCTUARY,2015,NA,NA,0,
8489,SAMOA,Ofu & Olosega,OFU-00694,Forereef,Mid,HA1501,2015,3/21/2015,AGR,-14.17849355,-169.6054281,0,10.97226455,13.71533069,1,0,Ofu & Olosega,RANDOM,AS_SANCTUARY,2015,NA,NA,0,
8495,SAMOA,Ofu & Olosega,OFU-00517,Forereef,Mid,HA1501,2015,3/21/2015,AGR,-14.18187599,-169.6053833,0,11,14,0,1,Ofu & Olosega,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,NA,
8342,SAMOA,Ofu & Olosega,OFU-00564,Forereef,Deep,HA1501,2015,3/14/2015,AGR,-14.18870221,-169.603487,0,22,24,0,1,Ofu & Olosega,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,NA,
12006,SAMOA,Ofu & Olosega,OFU-00891,Forereef,Deep,HA1801,2018,7/9/2018,RRB,-14.18305,-169.6027,0,24,26.2,0,1,Ofu & Olosega,RANDOM,AS_SANCTUARY,2018,NA,NA,NA,
8494,SAMOA,Ofu & Olosega,OFU-00537,Forereef,Deep,HA1501,2015,3/21/2015,AGR,-14.18184137,-169.6026561,0,22.1,23.3,0,1,Ofu & Olosega,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,NA,
7866,PRIAs,Johnston,JOH-00664,Protected Slope,Deep,HA1501,2015,1/27/2015,PAV,16.66298,-169.567432,0,22.85888449,23.77323987,1,0,Johnston,RANDOM,RAMP_BASIC,2015,NA,NA,0,
7853,PRIAs,Johnston,JOH-00520,Protected Slope,Mid,HA1501,2015,1/26/2015,AGR,16.70061543,-169.5607978,0,10,11.5,0,1,Johnston,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
7869,PRIAs,Johnston,JOH-00765,Protected Slope,Mid,HA1501,2015,1/27/2015,AGR,16.69749,-169.56025,0,10.97226455,12.19140506,1,0,Johnston,RANDOM,RAMP_BASIC,2015,NA,NA,0,
7848,PRIAs,Johnston,JOH-00701,Forereef,Mid,HA1501,2015,1/26/2015,SAG,16.72189406,-169.5580033,0,8.838768668,12.19140506,1,0,Johnston,RANDOM,RAMP_BASIC,2015,NA,NA,0,
7858,PRIAs,Johnston,JOH-00581,Protected Slope,Deep,HA1501,2015,1/27/2015,PAV,16.67202668,-169.5521632,0,20.9,21.2,0,1,Johnston,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
7849,PRIAs,Johnston,JOH-00776,Forereef,Mid,HA1501,2015,1/26/2015,SAG,16.73722699,-169.5493995,0,10.3626943,14.9344712,1,0,Johnston,RANDOM,RAMP_BASIC,2015,NA,NA,0,
7854,PRIAs,Johnston,JOH-00495,Protected Slope,Mid,HA1501,2015,1/26/2015,APR,16.68813117,-169.547322,0,11.8,12.4,0,1,Johnston,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
7851,PRIAs,Johnston,JOH-00499,Forereef,Deep,HA1501,2015,1/26/2015,AGR,16.74149129,-169.546396,0,16.4,19.7,0,1,Johnston,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
7867,PRIAs,Johnston,JOH-00715,Protected Slope,Mid,HA1501,2015,1/27/2015,APR,16.692058,-169.541367,0,14.62968607,18.59189272,1,0,Johnston,RANDOM,RAMP_BASIC,2015,NA,NA,0,
7852,PRIAs,Johnston,JOH-00517,Forereef,Mid,HA1501,2015,1/26/2015,AGR,16.74895403,-169.5386607,0,9,12.7,0,1,Johnston,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
7862,PRIAs,Johnston,JOH-00579,Protected Slope,Deep,HA1501,2015,1/27/2015,RRB,16.69251398,-169.5288725,0,20.3,20.7,0,1,Johnston,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
7855,PRIAs,Johnston,JOH-00498,Forereef,Deep,HA1501,2015,1/26/2015,PAV,16.7647545,-169.5263,0,18.5,24.5,0,1,Johnston,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
7864,PRIAs,Johnston,JOH-00525,Protected Slope,Deep,HA1501,2015,1/27/2015,AGR,16.7064064,-169.5231909,0,19.5,20,0,1,Johnston,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
7865,PRIAs,Johnston,JOH-00539,Lagoon,Mid,HA1501,2015,1/27/2015,AGR,16.71223341,-169.5223191,0,16.5,17.9,0,1,Johnston,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
7857,PRIAs,Johnston,JOH-00519,Forereef,Mid,HA1501,2015,1/26/2015,PAV,16.76916791,-169.5208504,0,13.6,17,0,1,Johnston,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
12037,SAMOA,Tau,TAU-00910,Forereef,Deep,HA1801,2018,7/11/2018,PAV,-14.22329,-169.52,0,24.6,28,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2018,NA,NA,NA,
12055,SAMOA,Tau,TAU-01016,Forereef,Shallow,HA1801,2018,7/12/2018,PAV,-14.22437,-169.5197,0,2.136666,2.136666,1,0,TAU_OPEN,RANDOM,AS_SANCTUARY,2018,NA,NA,0,0
8528,SAMOA,Tau,TAU-00470,Forereef,Deep,HA1501,2015,3/24/2015,RRB,-14.22991117,-169.5196252,0,22,24,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,NA,
8526,SAMOA,Tau,TAU-00499,Forereef,Mid,HA1501,2015,3/24/2015,PAV,-14.22406848,-169.5195418,0,8.5,9.5,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,NA,
9386,SAMOA,Tau,TAU-00795,Forereef,Deep,SE1602,2016,4/19/2016,RRB,-14.23153,-169.5195,0,20,23,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
9387,SAMOA,Tau,TAU-00795,Forereef,Deep,SE1602,2016,4/19/2016,RRB,-14.23153,-169.5195,0,19.7,23,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2016,NA,NA,MAYBE,Mabe Rebreather
7897,PRIAs,Johnston,JOH-00613,Backreef,Mid,HA1501,2015,1/29/2015,AGR,16.760693,-169.519399,0,7.314843036,10.66747943,1,0,Johnston,RANDOM,RAMP_BASIC,2015,NA,NA,0,
9381,SAMOA,Tau,TAU-00837,Forereef,Mid,SE1602,2016,4/19/2016,AGR,-14.22854,-169.519,0,12,16.6,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
12054,SAMOA,Tau,TAU-01080,Forereef,Mid,HA1801,2018,7/12/2018,AGR,-14.22821,-169.5187,0,10.97226,14.93447,1,0,TAU_OPEN,RANDOM,AS_SANCTUARY,2018,NA,NA,0,0
8537,SAMOA,Tau,TAU-00625,Forereef,Mid,HA1501,2015,3/24/2015,ROB,-14.226333,-169.518639,0,12.19140506,14.32490094,1,0,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,0,
12033,SAMOA,Tau,TAU-00983,Forereef,Mid,HA1801,2018,7/11/2018,PAV,-14.23051,-169.5186,0,8.5,10.7,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2018,NA,NA,NA,
9371,SAMOA,Tau,TAU-00888,Forereef,Shallow,SE1602,2016,4/19/2016,AGR,-14.23256,-169.5178,0,4,6.7,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
12052,SAMOA,Tau,TAU-01000,Forereef,Deep,HA1801,2018,7/12/2018,PAV,-14.21963,-169.5177,0,21.63974,21.94453,1,0,TAU_OPEN,RANDOM,AS_SANCTUARY,2018,NA,NA,0,0
8535,SAMOA,Tau,TAU-00457,Forereef,Shallow,HA1501,2015,3/24/2015,SAG,-14.23352377,-169.5174418,0,3.9,6,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,NA,
9375,SAMOA,Tau,TAU-00844,Forereef,Mid,SE1602,2016,4/19/2016,PAV,-14.23488,-169.517,0,8.7,10.4,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
9380,SAMOA,Tau,TAU-00857,Forereef,Mid,SE1602,2016,4/19/2016,AGR,-14.23864,-169.5156,0,10.5,14,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
12041,SAMOA,Tau,TAU-01003,Forereef,Shallow,HA1801,2018,7/11/2018,PAV,-14.23755,-169.5156,0,4,6,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2018,NA,NA,NA,
8538,SAMOA,Tau,TAU-00680,Forereef,Shallow,HA1501,2015,3/24/2015,PAV,-14.239301,-169.514365,0,5.18134715,6.400487656,1,0,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,0,
8527,SAMOA,Tau,TAU-00484,Forereef,Shallow,HA1501,2015,3/24/2015,PSC,-14.21900832,-169.5142711,0,4.2,4.9,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,NA,
8534,SAMOA,Tau,TAU-00511,Forereef,Mid,HA1501,2015,3/24/2015,PAV,-14.23973886,-169.5141146,0,8,10,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,NA,
7859,PRIAs,Johnston,JOH-00496,Protected Slope,Mid,HA1501,2015,1/27/2015,APR,16.70574783,-169.5126027,0,13.4,14.9,0,1,Johnston,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
7850,PRIAs,Johnston,JOH-00711,Protected Slope,Deep,HA1501,2015,1/26/2015,AGR,16.7079128,-169.5123119,0,18.28710759,19.20146297,1,0,Johnston,RANDOM,RAMP_BASIC,2015,NA,NA,0,
9370,SAMOA,Tau,TAU-00859,Forereef,Mid,SE1602,2016,4/19/2016,AGR,-14.24151,-169.5121,0,9,11.6,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
12032,SAMOA,Tau,TAU-00906,Forereef,Deep,HA1801,2018,7/11/2018,PAV,-14.21394,-169.5105,0,23,26.5,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2018,NA,NA,NA,
8529,SAMOA,Tau,TAU-00479,Forereef,Deep,HA1501,2015,3/24/2015,AGR,-14.24402906,-169.5094278,0,19.5,25.6,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,NA,
12034,SAMOA,Tau,TAU-00958,Forereef,Mid,HA1801,2018,7/11/2018,AGR,-14.24369,-169.5092,0,16,18.9,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2018,NA,NA,NA,
7896,PRIAs,Johnston,JOH-00645,Backreef,Shallow,HA1501,2015,1/29/2015,AGR,16.766452,-169.508566,0,4.876562024,6.400487656,1,0,Johnston,RANDOM,RAMP_BASIC,2015,NA,NA,0,
8473,SAMOA,Tau,TAU-00447,Forereef,Mid,HA1501,2015,3/20/2015,PAV,-14.21339077,-169.5083394,0,7.9,12,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,NA,
7875,PRIAs,Johnston,JOH-00833,Lagoon,Shallow,HA1501,2015,1/28/2015,APR,16.755138,-169.507908,0,3.352636391,3.962206644,1,0,Johnston,RANDOM,RAMP_BASIC,2015,NA,NA,0,
9384,SAMOA,Tau,TAU-00856,Forereef,Mid,SE1602,2016,4/19/2016,AGR,-14.24572,-169.5067,0,13,16,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2016,NA,NA,MAYBE,Mabe Rebreather
9385,SAMOA,Tau,TAU-00856,Forereef,Mid,SE1602,2016,4/19/2016,AGR,-14.24572,-169.5067,0,12.2,14,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
9374,SAMOA,Tau,TAU-00847,Forereef,Mid,SE1602,2016,4/19/2016,AGR,-14.24906,-169.5049,0,12,14.3,0,1,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
8533,SAMOA,Tau,TAU-00491,Forereef,Mid,HA1501,2015,3/24/2015,PAV,-14.24836275,-169.5046515,0,7,9.6,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,NA,
7868,PRIAs,Johnston,JOH-00722,Protected Slope,Mid,HA1501,2015,1/27/2015,AGR,16.690639,-169.504275,0,12.80097531,15.23925632,1,0,Johnston,RANDOM,RAMP_BASIC,2015,NA,NA,0,
12060,SAMOA,Tau,TAU-00919,Forereef,Deep,HA1801,2018,7/12/2018,AGR,-14.21307,-169.5042,0,23.2,28,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2018,NA,NA,NA,
9379,SAMOA,Tau,TAU-00786,Forereef,Deep,SE1602,2016,4/19/2016,AGR,-14.25235,-169.5041,0,19,24,0,1,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
12036,SAMOA,Tau,TAU-00900,Forereef,Shallow,HA1801,2018,7/11/2018,SAG,-14.24974,-169.5039,0,3.4,6.5,0,1,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2018,NA,NA,NA,
7876,PRIAs,Johnston,JOH-00843,Lagoon,Shallow,HA1501,2015,1/28/2015,APR,16.732217,-169.503517,0,4.266991771,6.400487656,1,0,Johnston,RANDOM,RAMP_BASIC,2015,NA,NA,0,
12053,SAMOA,Tau,TAU-01034,Forereef,Mid,HA1801,2018,7/12/2018,AGR,-14.21485,-169.5022,0,15.54404,15.54404,1,0,TAU_OPEN,RANDOM,AS_SANCTUARY,2018,NA,NA,0,0
8472,SAMOA,Tau,TAU-00505,Forereef,Mid,HA1501,2015,3/20/2015,PAV,-14.21541341,-169.5021103,0,9.7,10.9,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,NA,
9335,SAMOA,Tau,TAU-00827,Forereef,Mid,SE1602,2016,4/17/2016,AGR,-14.21605,-169.5015,0,10,12,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
9373,SAMOA,Tau,TAU-00783,Forereef,Deep,SE1602,2016,4/19/2016,AGR,-14.25674,-169.5014,0,21,26,0,1,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
12038,SAMOA,Tau,TAU-00923,Forereef,Deep,HA1801,2018,7/11/2018,AGR,-14.25838,-169.5011,0,18.3,23.7,0,1,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2018,NA,NA,NA,
8532,SAMOA,Tau,TAU-00516,Forereef,Deep,HA1501,2015,3/24/2015,SCR,-14.25880702,-169.5009768,0,21.5,26.1,0,1,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2015,NA,NA,NA,
12035,SAMOA,Tau,TAU-00947,Forereef,Mid,HA1801,2018,7/11/2018,AGR,-14.25986,-169.5005,0,13.4,17.4,0,1,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2018,NA,NA,NA,
8477,SAMOA,Tau,TAU-00654,Forereef,Mid,HA1501,2015,3/20/2015,AGR,-14.216158,-169.500079,0,11.58183481,12.19140506,1,0,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,0,
12059,SAMOA,Tau,TAU-01022,Forereef,Shallow,HA1801,2018,7/12/2018,PAV,-14.21649,-169.5,0,4.5,6,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2018,NA,NA,NA,
12030,SAMOA,Tau,TAU-01065,Forereef,Mid,HA1801,2018,7/11/2018,AGR,-14.2634,-169.4999,0,15.23926,15.84883,1,0,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2018,NA,NA,0,0
7856,PRIAs,Johnston,JOH-00516,Forereef,Mid,HA1501,2015,1/26/2015,PAV,16.77717724,-169.4997695,0,10,14.5,0,1,Johnston,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
8536,SAMOA,Tau,TAU-00722,Forereef,Deep,HA1501,2015,3/24/2015,AGR,-14.264312,-169.499606,0,20.42060347,22.55409936,1,0,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2015,NA,NA,0,
9378,SAMOA,Tau,TAU-00810,Forereef,Mid,SE1602,2016,4/19/2016,AGR,-14.26171,-169.4995,0,7,11.5,0,1,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
7863,PRIAs,Johnston,JOH-00552,Lagoon,Shallow,HA1501,2015,1/27/2015,APS,16.73080637,-169.4993578,0,2.49936,2.7432,0,1,Johnston,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
9369,SAMOA,Tau,TAU-00885,Forereef,Shallow,SE1602,2016,4/19/2016,AGR,-14.26286,-169.4992,0,5,7,0,1,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
8464,SAMOA,Tau,TAU-00463,Forereef,Shallow,HA1501,2015,3/20/2015,PAV,-14.2166691,-169.4990557,0,5.1,6.6,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,NA,
12029,SAMOA,Tau,TAU-01056,Forereef,Deep,HA1801,2018,7/11/2018,AGR,-14.26508,-169.499,0,19.50625,20.11582,1,0,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2018,NA,NA,0,0
12031,SAMOA,Tau,TAU-01071,Forereef,Shallow,HA1801,2018,7/11/2018,AGR,-14.26327,-169.499,0,3.657422,4.266992,1,0,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2018,NA,NA,0,0
8522,SAMOA,Tau,TAU-00765,Forereef,Shallow,HA1501,2015,3/24/2015,AGR,-14.2647596,-169.49849,0,5.18134715,6.09570253,1,0,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2015,NA,NA,0,
8531,SAMOA,Tau,TAU-00515,Forereef,Mid,HA1501,2015,3/24/2015,AGR,-14.26539738,-169.4984157,0,9.9,13.6,0,1,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2015,NA,NA,NA,
12040,SAMOA,Tau,TAU-01007,Forereef,Shallow,HA1801,2018,7/11/2018,AGR,-14.26559,-169.4976,0,3.9,5.4,0,1,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2018,NA,NA,NA,
8521,SAMOA,Tau,TAU-00736,Forereef,Mid,HA1501,2015,3/24/2015,SAG,-14.26697452,-169.4972167,0,12.49619019,15.23925632,1,0,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2015,NA,NA,0,
8530,SAMOA,Tau,TAU-00508,Forereef,Deep,HA1501,2015,3/24/2015,AGR,-14.26974993,-169.496303,0,20,26.1,0,1,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2015,NA,NA,NA,
12147,SAMOA,Tau,TAU-01074,Forereef,Shallow,HA1801,2018,7/16/2018,AGR,-14.26767,-169.4963,0,5.181347,6.400488,1,0,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2018,NA,NA,0,0
9333,SAMOA,Tau,TAU-00835,Forereef,Mid,SE1602,2016,4/17/2016,AGR,-14.21584,-169.4958,0,10,11,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
9368,SAMOA,Tau,TAU-00872,Forereef,Mid,SE1602,2016,4/19/2016,AGR,-14.27151,-169.4953,0,15.8,15.8,0,1,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
8520,SAMOA,Tau,TAU-00723,Forereef,Deep,HA1501,2015,3/24/2015,RRB,-14.27369295,-169.4948855,0,19.5062481,20.7253886,1,0,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2015,NA,NA,0,
9372,SAMOA,Tau,TAU-00832,Forereef,Mid,SE1602,2016,4/19/2016,AGR,-14.27386,-169.4933,0,7.9,10.3,0,1,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
9346,SAMOA,Tau,TAU-00828,Forereef,Mid,SE1602,2016,4/17/2016,AGR,-14.21565,-169.4932,0,12.7,17.9,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
9347,SAMOA,Tau,TAU-00828,Forereef,Mid,SE1602,2016,4/17/2016,AGR,-14.21565,-169.4932,0,12.7,18.3,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2016,NA,NA,MAYBE,Mabe Rebreather
9329,SAMOA,Tau,TAU-00824,Forereef,Shallow,SE1602,2016,4/17/2016,PAV,-14.21608,-169.493,0,5.4,6,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
8503,SAMOA,Tau,TAU-00738,Forereef,Shallow,HA1501,2015,3/23/2015,PAV,-14.27489307,-169.49272,0,1.857970131,2.136665651,1,0,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2015,NA,NA,0,
12039,SAMOA,Tau,TAU-00945,Forereef,Mid,HA1801,2018,7/11/2018,PAV,-14.27558,-169.4927,0,15.6,16.5,0,1,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2018,NA,NA,NA,
8360,SAMOA,Tau,TAU-00473,Forereef,Mid,HA1501,2015,3/15/2015,SAG,-14.21506623,-169.4922461,0,18.2,23,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,NA,
12140,SAMOA,Tau,TAU-01062,Forereef,Mid,HA1801,2018,7/16/2018,PAV,-14.27548,-169.4922,0,15.23926,16.15361,1,0,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2018,NA,NA,0,0
8457,SAMOA,Tau,TAU-00689,Forereef,Shallow,HA1501,2015,3/20/2015,PAV,-14.215871,-169.492143,0,5.18134715,5.790917403,1,0,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,0,
9377,SAMOA,Tau,TAU-00814,Forereef,Mid,SE1602,2016,4/19/2016,RRB,-14.27605,-169.4919,0,16.4,20.5,0,1,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
7888,PRIAs,Johnston,JOH-00554,Lagoon,Shallow,HA1501,2015,1/29/2015,APR,16.73968004,-169.4907333,0,2.4384,2.7432,0,1,Johnston,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
7880,PRIAs,Johnston,JOH-00547,Lagoon,Mid,HA1501,2015,1/28/2015,AGR,16.7240871,-169.4906071,0,10,11.7,0,1,Johnston,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
9340,SAMOA,Tau,TAU-00809,Forereef,Mid,SE1602,2016,4/17/2016,AGR,-14.21456,-169.4896,0,12,14,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
7860,PRIAs,Johnston,JOH-00494,Protected Slope,Mid,HA1501,2015,1/27/2015,APS,16.71014842,-169.4886645,0,14.2,14.8,0,1,Johnston,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
9332,SAMOA,Tau,TAU-00838,Forereef,Mid,SE1602,2016,4/17/2016,PAV,-14.21434,-169.4882,0,11,12.2,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
9382,SAMOA,Tau,TAU-00864,Forereef,Deep,SE1602,2016,4/19/2016,RRB,-14.27672,-169.4882,0,18,23,0,1,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
9383,SAMOA,Tau,TAU-00864,Forereef,Deep,SE1602,2016,4/19/2016,RRB,-14.27672,-169.4882,0,19,22.1,0,1,TAU_SANCTUARY,RANDOM,AS_SANCTUARY,2016,NA,NA,MAYBE,Mabe Rebreather
12067,SAMOA,Tau,TAU-01032,Forereef,Mid,HA1801,2018,7/12/2018,AGR,-14.2144,-169.4881,0,10.66748,11.27705,1,0,TAU_OPEN,RANDOM,AS_SANCTUARY,2018,NA,NA,0,0
8463,SAMOA,Tau,TAU-00456,Forereef,Mid,HA1501,2015,3/20/2015,PAV,-14.21458754,-169.4877435,0,9.5,10.5,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,NA,
9376,SAMOA,Tau,TAU-00804,Forereef,Deep,SE1602,2016,4/19/2016,RRB,-14.27627,-169.487,0,20,23,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
12058,SAMOA,Tau,TAU-00992,Forereef,Mid,HA1801,2018,7/12/2018,AGR,-14.21493,-169.4842,0,7,13.8,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2018,NA,NA,NA,
8458,SAMOA,Tau,TAU-00676,Forereef,Shallow,HA1501,2015,3/20/2015,PAV,-14.215282,-169.483875,0,5.790917403,6.400487656,1,0,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,0,
9331,SAMOA,Tau,TAU-00869,Forereef,Mid,SE1602,2016,4/17/2016,SAG,-14.21461,-169.4838,0,17,19,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2016,NA,NA,NA,
8525,SAMOA,Tau,TAU-00492,Forereef,Deep,HA1501,2015,3/24/2015,AGR,-14.27280312,-169.4834487,0,22.4,26.7,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,NA,
8471,SAMOA,Tau,TAU-00460,Forereef,Shallow,HA1501,2015,3/20/2015,SAG,-14.21503572,-169.483119,0,5.5,6.7,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,NA,
8355,SAMOA,Tau,TAU-00562,Forereef,Mid,HA1501,2015,3/15/2015,AGR,-14.21448209,-169.482513,0,10.4,15.5,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,NA,
7861,PRIAs,Johnston,JOH-00536,Lagoon,Mid,HA1501,2015,1/27/2015,APS,16.72221056,-169.4819913,0,7.2,10.7,0,1,Johnston,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
12068,SAMOA,Tau,TAU-01006,Forereef,Deep,HA1801,2018,7/12/2018,AGR,-14.21304,-169.4814,0,19.81103,21.33496,1,0,TAU_OPEN,RANDOM,AS_SANCTUARY,2018,NA,NA,0,0
8465,SAMOA,Tau,TAU-00485,Forereef,Deep,HA1501,2015,3/20/2015,AGR,-14.21295634,-169.4798515,0,19.3,20.8,0,1,TAU_OPEN,RANDOM,AS_SANCTUARY,2015,NA,NA,NA,
