"SITEVISITID","SITE","OBS_YEAR","DATE_","MISSIONID","ANALYSIS_YEAR","ANALYSIS_SCHEME","SEC_NAME","EXCLUDE_FLAG","new_MIN_DEPTH_M","new_MAX_DEPTH_M","METHOD","REGION","ISLAND","PERM_SITE","CLIMATE_STATION_YN","LATITUDE","LONGITUDE","REEF_ZONE","DEPTH_BIN","ACAS","ACBR","ACPH","ACTA","AMNE","AMSP","ANTI","ASPP","ASSP","ASTS","AVSP","BGMA","BI","BR","BRMA","BRY","CAUL","CCAH","CCAR","CHLS","CMOR","COL","COSP","CYPS","DICO","DICT","DISP","ECHL","ECHP","EMA","ENC","EUSP","FASP","FAVS","FINE","FOL","FREE","FUSP","GALI","GALS","GASP","GC","GOAL","GONS","GRMA","HAL","HARD","HCOE","HYCO","HYSP","ISSP","LEPT","LESP","LOBO","LOBS","LOSY","LPHY","MASS","MESP","MICR","MISP","MOBR","MOEN","MOFO","MONE","MONS","NEOM","NS","OCTO","OUSP","PACS","PADI","PAEN","PAFO","PAMA","PAVS","PESP","PHSP","PLER","PLLE","PLSP","POBR","POCS","POEN","POFO","POMA","PONM","PSSP","RDMA","RUB","SAND","SG","SP","STYS","SYSP","TAB","TUN","TURFH","TURFR","TURS","UI","UPMA","USC","ZO","N","new.N","TRANSECT_PHOTOS"
7531,"HAW-01798",2015,2015-06-18,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,7.9,9,"CNET","MHI","Hawaii",0,0,19.343836,-155.886842,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6551724137931,0.344827586206897,0,0,0,0,0,0,0,0,0,0,5.51724137931035,1.03448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10344827586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344827586206897,2.06896551724138,0,2.75862068965517,0,0,0,0,6.55172413793103,0,0,0,0,0,0,66.8965517241379,1.72413793103448,0,0,0,0,0,300,290,"-1"
7532,"HAW-02263",2015,2015-06-18,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,21,29,"CNET","MHI","Hawaii",0,0,19.272309,-155.893603,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0.347222222222222,0,1.38888888888889,0,0,0,5.20833333333333,0,0,0,0,0,0,0,0,0,0,0,11.8055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347222222222222,0,0,0,0,0,0,0,0,0,0,0,0.694444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,0.694444444444444,2.43055555555556,0,7.29166666666667,0,0,0,0,5.20833333333333,0,0,0,0,0,0,54.8611111111111,0.347222222222222,0,0,0,0,0,300,288,"-1"
7533,"HAW-02449",2015,2015-06-18,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,3.9,4.5,"CNET","MHI","Hawaii",0,0,19.218277,-155.901028,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,0,0,0.337837837837838,0,0,0,0,0,6.75675675675676,0,0,0,0,0,0,0,0,0,0,0,11.1486486486486,1.35135135135135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337837837837838,0,0,0,0,0,0,0,7.43243243243243,0,0,0,0,0,0,72.6351351351351,0,0,0,0,0,0,300,296,"-1"
7534,"HAW-02197",2015,2015-06-18,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,19.8,20.6,"CNET","MHI","Hawaii",0,0,19.176394,-155.912427,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0.964630225080386,0,0,0,0,0,7.71704180064309,0,0,0,0,0,0,0,0,0,0,0,5.78778135048232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321543408360129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5819935691318,0.321543408360129,0.643086816720257,1.28617363344051,27.9742765273312,0,0,0,0,3.85852090032154,0,0,0,0,0,0,21.5434083601286,0,0,0,0,0,0,330,311,"-1"
7536,"HAW-02090",2015,2015-06-18,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,10.9,12,"CNET","MHI","Hawaii",0,0,19.421629,-155.915334,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0.355871886120996,0,0,0,0,0,7.11743772241993,0,0,0,0,0,0,0,0,0,0,0,9.6085409252669,0.355871886120996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711743772241993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06761565836299,2.84697508896797,1.06761565836299,0,27.4021352313167,0,0,0,0,2.49110320284698,0,0,0,0,0,0,39.8576512455516,7.11743772241993,0,0,0,0,0,300,281,"-1"
7537,"HAW-02386",2015,2015-06-18,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,10.5,11.7,"CNET","MHI","Hawaii",0,0,19.372795,-155.89885,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0.684931506849315,0,0,0,2.3972602739726,0.684931506849315,0,0,0,0,0,0,0,0,0,0,2.73972602739726,1.71232876712329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73972602739726,1.02739726027397,1.02739726027397,9.93150684931507,0,0,0,0,9.24657534246575,0,0,0,0,0,0,65.0684931506849,2.05479452054794,0,0,0,0,0,300,292,"-1"
7538,"HAW-01988",2015,2015-06-18,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,4.2,6.1,"CNET","MHI","Hawaii",0,0,19.302749,-155.889545,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,0,0,1.06007067137809,0,0,0,0,0,40.9893992932862,0,0,0,0,0,0,0,0,0,0,0,7.77385159010601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53356890459364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.643109540636,0,0,0,0,0,0,300,283,"-1"
7539,"HAW-01824",2015,2015-06-18,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,9.6,16,"CNET","MHI","Hawaii",0,0,19.229177,-155.901983,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0.34965034965035,0,0,0,0,0,9.79020979020979,0,0,0,0,0,0,0,0,0,0,0,14.6853146853147,1.3986013986014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699300699300699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74825174825175,0.34965034965035,0,9.44055944055944,0,0,0,0,0,0,0,0,0,0,0,61.1888111888112,0.34965034965035,0,0,0,0,0,300,286,"-1"
7540,"HAW-02408",2015,2015-06-18,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,8.5,14,"CNET","MHI","Hawaii",0,0,19.194486,-155.90719,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0.347222222222222,0,0,0,0,0,7.29166666666667,0,0,0,0,0,0,0,0,0,0,0,19.0972222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347222222222222,0.347222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2777777777778,0.347222222222222,0,1.38888888888889,30.2083333333333,0,0,0,0,0,0,0,0,0,0,0,25.3472222222222,0,0,0,0,0,0,300,288,"-1"
7541,"HAW-02421",2015,2015-06-18,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,18,23,"CNET","MHI","Hawaii",0,0,19.191109,-155.908541,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0.367647058823529,0,0,0,0,0,14.3382352941176,5.88235294117647,0,0,0,0,0,0,0,0,0,0,11.7647058823529,0.735294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0588235294118,0,0.367647058823529,2.57352941176471,13.6029411764706,0,0,0,0,0.735294117647059,0,0,0,0,0,0,24.6323529411765,2.94117647058824,0,0,0,0,0,290,272,"-1"
7542,"HAW-02278",2015,2015-06-18,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,20.9,27.6,"CNET","MHI","Hawaii",0,0,19.357144,-155.891729,"Forereef","Deep",0,0,0,0,0,0,0,4.3956043956044,0,0,0,0.366300366300366,0,1.0989010989011,0,0,0,2.1978021978022,0.732600732600733,0,0,0,0,0,0,0,0,0,0,6.59340659340659,1.0989010989011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366300366300366,0,0,0,0,0.732600732600733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69230769230769,0,0.732600732600733,0,4.76190476190476,0,0,0,0,6.95970695970696,0,0,0,0,0,0,54.5787545787546,6.59340659340659,0,0,1.0989010989011,0,0,300,273,"-1"
7544,"HAW-02390",2015,2015-06-18,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,14.2,18.5,"CNET","MHI","Hawaii",0,0,19.257267,-155.900001,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0.689655172413793,0,0,0,0,0,3.44827586206897,0,0,0,0,0,0,0,0,0,0,0,15.5172413793103,1.03448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24137931034483,3.10344827586207,0,0.344827586206897,30.3448275862069,0,0,0,0,0.689655172413793,0,0,0,0,0,0,36.551724137931,0,0,0,0.344827586206897,0,0,300,290,"-1"
7546,"HAW-02457",2015,2015-06-19,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,19,29.5,"CNET","MHI","Hawaii",0,0,19.109653,-155.916972,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347222222222222,0,0,3.81944444444444,0,0,0,0,0,0,0,0,0,0,0,5.90277777777778,1.04166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20833333333333,2.77777777777778,0,0,3.125,0,0,0,0,5.90277777777778,0,0,0,0,0,0,68.4027777777778,3.125,0,0,0,0,0,300,288,"-1"
7547,"HAW-02467",2015,2015-06-19,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,9.9,12,"CNET","MHI","Hawaii",0,0,19.042843,-155.881927,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0.709219858156028,0,0,0,0,0,4.9645390070922,0,0,0,0,0,0,0,0,0,0,0,4.9645390070922,2.4822695035461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12765957446809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709219858156028,9.9290780141844,0.354609929078014,0,26.241134751773,0,0,0,0,0.354609929078014,0,0.354609929078014,0,0,0,0,46.4539007092199,0.354609929078014,0,0,0,0,0,300,282,"-1"
7548,"HAW-01995",2015,2015-06-19,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,21.2,27.3,"CNET","MHI","Hawaii",0,0,19.027805,-155.86487,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0.334448160535117,0,0,0,0,0,11.371237458194,0,0,0,0,0,0,0,0,0,0,0,8.69565217391304,0.334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67892976588629,4.0133779264214,0,0,2.0066889632107,0,0,0,0,1.33779264214047,0,0.334448160535117,0,0,0,0,66.8896321070234,1.00334448160535,0,0,0,0,0,300,299,"-1"
7549,"HAW-01887",2015,2015-06-19,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,10.6,11.7,"CNET","MHI","Hawaii",0,0,19.076333,-155.901256,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0.344827586206897,0,0,0,0,0,6.89655172413793,0,0,0,0,0,0,0,0,0,0,0,2.75862068965517,0.689655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0344827586207,0,0,0.344827586206897,33.1034482758621,0,0,0,0,5.17241379310345,0,0,0,0,0,0,34.1379310344828,5.17241379310345,0,0,0,0,0,300,290,"-1"
7550,"HAW-02466",2015,2015-06-19,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,15,21.8,"CNET","MHI","Hawaii",0,0,19.124999,-155.918973,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,1.80505415162455,0,0,0,0,0,6.85920577617329,0,0,0,0,0,0,0,0,0,0,0,8.66425992779783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72202166064982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3574007220217,0.36101083032491,0,0.36101083032491,20.9386281588448,0,0,0,0,0.72202166064982,0,0,0,0,0,0,38.9891696750903,7.22021660649819,0,0,0,0,0,300,277,"-1"
7551,"HAW-02149",2015,2015-06-19,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,16,24,"CNET","MHI","Hawaii",0,0,19.014625,-155.823405,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0.699300699300699,0,0,0,0,0,6.64335664335664,1.04895104895105,0,0,0,0,0,0,0,0,0,0,7.34265734265734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3986013986014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1958041958042,1.74825174825175,0.34965034965035,0.34965034965035,2.44755244755245,0,0,0,0,5.59440559440559,0,0,0,0,0,0,58.3916083916084,9.44055944055944,0,0,0.34965034965035,0,0,300,286,"-1"
7552,"HAW-02455",2015,2015-06-19,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,9,20,"CNET","MHI","Hawaii",0,0,19.017998,-155.849028,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0.363636363636364,0,0,0,0,0,20.3636363636364,0,0,0,0,0,0,0,0,0,0,0,24.7272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09090909090909,4,0,0,1.81818181818182,0,0,0.363636363636364,0,0,0,0,0,0,0,0,47.2727272727273,0,0,0,0,0,0,300,275,"-1"
7553,"HAW-02452",2015,2015-06-19,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,12,15.5,"CNET","MHI","Hawaii",0,0,19.094477,-155.911379,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0.72463768115942,0,0,0,4.34782608695652,0,0,0,0,0,0,0,0,0,0,0,9.78260869565217,1.44927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36231884057971,0,0,0,0,3.6231884057971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0434782608696,10.5072463768116,0.72463768115942,0.36231884057971,30.7971014492754,0,0,0,0,1.08695652173913,0,0,0,0,0,0,23.1884057971014,0,0,0,0,0,0,300,276,"-1"
7554,"HAW-02275",2015,2015-06-19,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,19.7,25.8,"CNET","MHI","Hawaii",0,0,19.028805,-155.867023,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,1.36054421768707,0,0,0,0,0,21.0884353741497,1.36054421768707,0,0,0,0,0,0,0,0,0,0,17.3469387755102,0.340136054421769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680272108843537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14285714285714,0,0,3.40136054421769,0,0,0,0,3.74149659863946,0,0,0,0,0,0,40.8163265306122,2.72108843537415,0,0,0,0,0,310,294,"-1"
7556,"HAW-02458",2015,2015-06-19,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,11.5,19.1,"CNET","MHI","Hawaii",0,0,19.054955,-155.886727,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8241042345277,0,0,0,0,0,0,0,0,0,0,0,41.6938110749186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651465798045603,6.84039087947883,0,0.977198697068404,3.58306188925081,0,0,0,0,0,0,0,0,0,0,0,24.4299674267101,0,0,0,0,0,0,310,307,"-1"
7558,"HAW-02454",2015,2015-06-19,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,4.2,6,"CNET","MHI","Hawaii",0,0,19.07713,-155.904631,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,1.0752688172043,0,0,0,6.81003584229391,0,0,0,0,0,0,0,0,0,0,0,6.09318996415771,1.4336917562724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3584229390681,0,0,0,0,0,0,0,0,0,0,1.7921146953405,0,0,0,0,0.716845878136201,0,0,0,0,0,0,0,0,0,0,0,1.0752688172043,0,0,0,0,0,0,0,13.9784946236559,3.2258064516129,0,14.6953405017921,0,0,0,0,0,0,0,0,0,0,0,48.7455197132617,0,0,0,0,0,0,290,279,"-1"
7559,"HAW-01851",2015,2015-06-19,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,19,27,"CNET","MHI","Hawaii",0,0,19.052735,-155.885586,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,2.03389830508475,0,0,0,0,0,7.79661016949153,1.35593220338983,0,0,0,0,0,0,0,0,0,0,7.45762711864407,0.338983050847458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677966101694915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338983050847458,3.05084745762712,0.338983050847458,0,4.74576271186441,0,0,0,0,1.35593220338983,0,0,0,0,0,0,69.1525423728814,1.35593220338983,0,0,0,0,0,300,295,"-1"
7560,"HAW-02465",2015,2015-06-19,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,9.7,11.5,"CNET","MHI","Hawaii",0,0,18.998308,-155.789587,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28571428571429,0,0,0,0,0,0,0,0,0,0,0,11.7857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714285714,0,0,0,0,1.42857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7142857142857,5.71428571428571,0,0.357142857142857,16.4285714285714,0,0,0,0,1.07142857142857,0,0,0,0,0,0,41.0714285714286,1.42857142857143,0,0,0,0,0,300,280,"-1"
7561,"HAW-02468",2015,2015-06-19,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,19.5,25,"CNET","MHI","Hawaii",0,0,19.009163,-155.800246,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0.328947368421053,0,0,0,0,0,5.26315789473684,4.93421052631579,0,0,0,0,0,0,0,0,0,0,4.60526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63157894736842,0,0,0,0.328947368421053,0,0,0,0,6.57894736842105,0,0,0,0,0,0,47.6973684210526,27.6315789473684,0,0,0,0,0,310,304,"-1"
7562,"HAW-02290",2015,2015-06-19,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,8,10,"CNET","MHI","Hawaii",0,0,19.027695,-155.86431,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71929824561404,0,0,0,0,0,0,0,0,0,0,0,14.0350877192982,0.701754385964912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350877192982456,0,0,0,0,0.701754385964912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9298245614035,1.75438596491228,0.701754385964912,5.26315789473684,0,0,0,0,1.05263157894737,0,0,0,0,0,0,55.4385964912281,0.350877192982456,0,0,0,0,0,300,285,"-1"
7563,"HAW-01785",2015,2015-06-20,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,13.6,14.2,"CNET","MHI","Hawaii",0,0,19.7813,-156.051124,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3701067615658,0,0,0,0,0,0,0,0,0,0,0,3.20284697508897,0.355871886120996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711743772241993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5907473309609,0.711743772241993,0,0,17.0818505338078,0,0,0,0,12.0996441281139,0,0,0,0,0,0,31.6725978647687,3.20284697508897,0,0,0,0,0,300,281,"-1"
7564,"HAW-01960",2015,2015-06-20,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,9,10,"CNET","MHI","Hawaii",0,0,19.787896,-156.042952,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337837837837838,0,0,0,0,0,0,0,0,0,0,0,0.675675675675676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337837837837838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675675675675676,0,0.337837837837838,0,0,0,0,32.4324324324324,0,0.337837837837838,0,0,0,0,64.8648648648649,0,0,0,0,0,0,300,296,"-1"
7565,"HAW-02315",2015,2015-06-20,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,2.4,4.3,"CNET","MHI","Hawaii",0,0,19.802203,-156.01742,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,0,0,1.02739726027397,0,0,0,0,0,8.56164383561644,0,0,0,0,0,0,0,0,0,0,0,4.45205479452055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684931506849315,1.36986301369863,0,5.82191780821918,0,0,0,0,0.342465753424658,0,0,0,0,0,0,77.7397260273973,0,0,0,0,0,0,300,292,"-1"
7566,"HAW-02221",2015,2015-06-20,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,25,26.4,"CNET","MHI","Hawaii",0,0,19.805374,-156.019991,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0.694444444444444,0,0,0,0,0,8.68055555555556,0,0,0,0,0,0,0,0,0,0,0,5.90277777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347222222222222,0,0,0,0,1.04166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,1.73611111111111,0.347222222222222,16.6666666666667,0,0,0,0,11.4583333333333,0,0,0,0,0,0,48.6111111111111,1.38888888888889,0,0,0,0,0,300,288,"-1"
7567,"HAW-02246",2015,2015-06-20,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,14.2,16.7,"CNET","MHI","Hawaii",0,0,19.827939,-156.00174,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16723549488055,1.02389078498294,0,0,0,0,0,0,0,0,0,0,8.53242320819113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46075085324232,1.70648464163823,0.68259385665529,0.341296928327645,13.9931740614334,0,0,0,0,5.80204778156997,0,0,0,0,0,0,45.3924914675768,9.89761092150171,0,0,0,0,0,300,293,"-1"
7568,"HAW-02257",2015,2015-06-20,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,19.4,20.7,"CNET","MHI","Hawaii",0,0,19.840725,-155.98486,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,1.05633802816901,0,0,0,11.6197183098592,0.352112676056338,0,0,0,0,0,0,0,0,0,0,4.92957746478873,0.352112676056338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704225352112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87323943661972,0.352112676056338,0,1.40845070422535,17.9577464788732,0,0,0,0,0,0,0,0,0,0,0,51.7605633802817,5.63380281690141,0,0,0,0,0,300,284,"-1"
7569,"HAW-01943",2015,2015-06-20,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,3,4,"CNET","MHI","Hawaii",0,0,19.7569,-156.049831,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,0,0,0.340136054421769,0,0,0,0,0,4.42176870748299,0.340136054421769,0,0,0,0,0,0,0,0,0,0,2.04081632653061,0.340136054421769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02040816326531,1.70068027210884,0,2.72108843537415,0,0,0,0,9.18367346938776,0,0,0,0,0,0,75.1700680272109,1.02040816326531,0,0,1.70068027210884,0,0,300,294,"-1"
7570,"HAW-02266",2015,2015-06-20,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,25,26.5,"CNET","MHI","Hawaii",0,0,19.789252,-156.051428,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21238938053097,0,0,0,0,0,0,0,0,0,0,0,4.86725663716814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76991150442478,0,0,0,0,8.4070796460177,0,0,0,0,0,0,77.8761061946903,4.86725663716814,0,0,0,0,0,230,226,"-1"
