METHOD,SITE,SITEVISITID,TRANSECTAREA_j,GENUS_CODE,JuvColCount,JuvColDen,MISSIONID,DATE_,OBS_YEAR,REGION,REGION_NAME,ISLAND,ISLANDCODE,SEC_NAME,REEF_ZONE,DEPTH_BIN,AREA_HA,REP_CARD,RAMP_CURRENT,RAMP_BASIC,MARI2011,MARI2014,TUT10_12,AS_SANCTUARY,bA_BENTHIC_REP_CARD,bBENTHIC_SEC_CODE,bGEN_MHI_STRUCTURE,bPROTECTION_DS,BENTHIC_BASIC,SAMOA_CLIMATE,BENTHIC_2018,NOTES,Juvpres.abs,NH,STRATANAME,REGION_YEAR,DB_RZ,n,sw,LATITUDE,LONGITUDE,MIN_DEPTH_M,MAX_DEPTH_M,HumanDen,Dist,N
DIVER,TAU-00618,8501,3,SSSS,29,9.66666666666667,HA1501,2015-03-23,2015,SAMOA,American Samoa,Tau,TAU,TAU,Forereef,Deep,179.335,Tau,TAU_OPEN,Tau,NOT,NOT,NOT,TAU_OPEN,TAU,TAU,NOT,OPEN,TAU_OPEN,NOT,TAU_OPEN,Area calculated from 50*50 grids,1,814,TAU_Forereef_Deep,SAMOA_2015,Forereef_Deep,5,162.8,-14.25398231,-169.4438187,21.03017373,21.63974398,31.6,0,1
DIVER,TAU-00624,8474,3,SSSS,31,10.3333333333333,HA1501,2015-03-20,2015,SAMOA,American Samoa,Tau,TAU,TAU,Forereef,Deep,179.335,Tau,TAU_OPEN,Tau,NOT,NOT,NOT,TAU_OPEN,TAU,TAU,NOT,OPEN,TAU_OPEN,NOT,TAU_OPEN,Area calculated from 50*50 grids,1,814,TAU_Forereef_Deep,SAMOA_2015,Forereef_Deep,5,162.8,-14.212898,-169.467354,19.20146297,20.11581835,31.6,0,1
DIVER,TAU-00625,8537,3,SSSS,17,5.66666666666667,HA1501,2015-03-24,2015,SAMOA,American Samoa,Tau,TAU,TAU,Forereef,Mid,494.905,Tau,TAU_OPEN,Tau,NOT,NOT,NOT,TAU_OPEN,TAU,TAU,NOT,OPEN,TAU_OPEN,NOT,TAU_OPEN,Area calculated from 50*50 grids,1,2267,TAU_Forereef_Mid,SAMOA_2015,Forereef_Mid,10,226.7,-14.226333,-169.518639,12.19140506,14.32490094,31.6,0,1
DIVER,TAU-00626,8455,3,SSSS,9,3,HA1501,2015-03-20,2015,SAMOA,American Samoa,Tau,TAU,TAU,Forereef,Mid,494.905,Tau,TAU_OPEN,Tau,NOT,NOT,NOT,TAU_OPEN,TAU,TAU,NOT,OPEN,TAU_OPEN,NOT,TAU_OPEN,Area calculated from 50*50 grids,1,2267,TAU_Forereef_Mid,SAMOA_2015,Forereef_Mid,10,226.7,-14.244185,-169.418777,11.58183481,13.71533069,31.6,0,1
DIVER,TAU-00627,8502,3,SSSS,12,4,HA1501,2015-03-23,2015,SAMOA,American Samoa,Tau,TAU,TAU,Forereef,Mid,494.905,Tau,TAU_OPEN,Tau,NOT,NOT,NOT,TAU_OPEN,TAU,TAU,NOT,OPEN,TAU_OPEN,NOT,TAU_OPEN,Area calculated from 50*50 grids,1,2267,TAU_Forereef_Mid,SAMOA_2015,Forereef_Mid,10,226.7,-14.25003,-169.459127,10.97226455,12.80097531,31.6,0,1
DIVER,TAU-00632,8352,3,SSSS,32,10.6666666666667,HA1501,2015-03-15,2015,SAMOA,American Samoa,Tau,TAU,TAU,Forereef,Mid,494.905,Tau,TAU_OPEN,Tau,NOT,NOT,NOT,TAU_OPEN,TAU,TAU,NOT,OPEN,TAU_OPEN,NOT,TAU_OPEN,Area calculated from 50*50 grids,1,2267,TAU_Forereef_Mid,SAMOA_2015,Forereef_Mid,10,226.7,-14.2173,-169.4176,13.41054557,15.54404145,31.6,0,1
DIVER,TAU-00637,8476,3,SSSS,9,3,HA1501,2015-03-20,2015,SAMOA,American Samoa,Tau,TAU,TAU,Forereef,Mid,494.905,Tau,TAU_OPEN,Tau,NOT,NOT,NOT,TAU_OPEN,TAU,TAU,NOT,OPEN,TAU_OPEN,NOT,TAU_OPEN,Area calculated from 50*50 grids,1,2267,TAU_Forereef_Mid,SAMOA_2015,Forereef_Mid,10,226.7,-14.21393,-169.47638,12.19140506,13.10576044,31.6,0,1
DIVER,TAU-00654,8477,3,SSSS,13,4.33333333333333,HA1501,2015-03-20,2015,SAMOA,American Samoa,Tau,TAU,TAU,Forereef,Mid,494.905,Tau,TAU_OPEN,Tau,NOT,NOT,NOT,TAU_OPEN,TAU,TAU,NOT,OPEN,TAU_OPEN,NOT,TAU_OPEN,Area calculated from 50*50 grids,1,2267,TAU_Forereef_Mid,SAMOA_2015,Forereef_Mid,10,226.7,-14.216158,-169.500079,11.58183481,12.19140506,31.6,0,1
DIVER,TAU-00668,8456,3,SSSS,6,2,HA1501,2015-03-20,2015,SAMOA,American Samoa,Tau,TAU,TAU,Forereef,Mid,494.905,Tau,TAU_OPEN,Tau,NOT,NOT,NOT,TAU_OPEN,TAU,TAU,NOT,OPEN,TAU_OPEN,NOT,TAU_OPEN,Area calculated from 50*50 grids,1,2267,TAU_Forereef_Mid,SAMOA_2015,Forereef_Mid,10,226.7,-14.210894,-169.434278,10.66747943,11.58183481,31.6,0,1
DIVER,TAU-00676,8458,3,SSSS,14,4.66666666666667,HA1501,2015-03-20,2015,SAMOA,American Samoa,Tau,TAU,TAU,Forereef,Shallow,119.3825,Tau,TAU_OPEN,Tau,NOT,NOT,NOT,TAU_OPEN,TAU,TAU,NOT,OPEN,TAU_OPEN,NOT,TAU_OPEN,Area calculated from 50*50 grids,1,535,TAU_Forereef_Shallow,SAMOA_2015,Forereef_Shallow,6,89.1666666666667,-14.215282,-169.483875,5.790917403,6.400487656,31.6,0,1
DIVER,TAU-00680,8538,3,SSSS,26,8.66666666666667,HA1501,2015-03-24,2015,SAMOA,American Samoa,Tau,TAU,TAU,Forereef,Shallow,119.3825,Tau,TAU_OPEN,Tau,NOT,NOT,NOT,TAU_OPEN,TAU,TAU,NOT,OPEN,TAU_OPEN,NOT,TAU_OPEN,Area calculated from 50*50 grids,1,535,TAU_Forereef_Shallow,SAMOA_2015,Forereef_Shallow,6,89.1666666666667,-14.239301,-169.514365,5.18134715,6.400487656,31.6,0,1
DIVER,TAU-00683,8504,2.5,SSSS,45,18,HA1501,2015-03-23,2015,SAMOA,American Samoa,Tau,TAU,TAU,Forereef,Mid,494.905,Tau,TAU_OPEN,Tau,NOT,NOT,NOT,TAU_OPEN,TAU,TAU,NOT,OPEN,TAU_OPEN,NOT,TAU_OPEN,Area calculated from 50*50 grids,1,2267,TAU_Forereef_Mid,SAMOA_2015,Forereef_Mid,10,226.7,-14.26334331,-169.4760553,12.19140506,13.71533069,31.6,0,1
DIVER,TAU-00689,8457,3,SSSS,11,3.66666666666667,HA1501,2015-03-20,2015,SAMOA,American Samoa,Tau,TAU,TAU,Forereef,Shallow,119.3825,Tau,TAU_OPEN,Tau,NOT,NOT,NOT,TAU_OPEN,TAU,TAU,NOT,OPEN,TAU_OPEN,NOT,TAU_OPEN,Area calculated from 50*50 grids,1,535,TAU_Forereef_Shallow,SAMOA_2015,Forereef_Shallow,6,89.1666666666667,-14.215871,-169.492143,5.18134715,5.790917403,31.6,0,1
DIVER,TAU-00692,8475,3,SSSS,1,0.333333333333333,HA1501,2015-03-20,2015,SAMOA,American Samoa,Tau,TAU,TAU,Forereef,Shallow,119.3825,Tau,TAU_OPEN,Tau,NOT,NOT,NOT,TAU_OPEN,TAU,TAU,NOT,OPEN,TAU_OPEN,NOT,TAU_OPEN,Area calculated from 50*50 grids,1,535,TAU_Forereef_Shallow,SAMOA_2015,Forereef_Shallow,6,89.1666666666667,-14.2106,-169.454036,4.571776897,4.876562024,31.6,0,1
DIVER,TAU-00694,8351,3,SSSS,5,1.66666666666667,HA1501,2015-03-15,2015,SAMOA,American Samoa,Tau,TAU,TAU,Forereef,Mid,494.905,Tau,TAU_OPEN,Tau,NOT,NOT,NOT,TAU_OPEN,TAU,TAU,NOT,OPEN,TAU_OPEN,NOT,TAU_OPEN,Area calculated from 50*50 grids,1,2267,TAU_Forereef_Mid,SAMOA_2015,Forereef_Mid,10,226.7,-14.210131,-169.4513,10.66747943,11.27704968,31.6,0,1
DIVER,TAU-00722,8536,3,SSSS,37,12.3333333333333,HA1501,2015-03-24,2015,SAMOA,American Samoa,Tau,TAU,TAU,Forereef,Deep,24.1775,Tau,TAU_SANCTUARY,Tau,NOT,NOT,NOT,TAU_SANCTUARY,TAU,TAU,NA,MPA,TAU_MPA,NOT,TAU_SANCTUARY,Area calculated from 50*50 grids,1,814,TAU_Forereef_Deep,SAMOA_2015,Forereef_Deep,5,162.8,-14.264312,-169.499606,20.42060347,22.55409936,31.6,0,1
DIVER,TAU-00723,8520,3,SSSS,50,16.6666666666667,HA1501,2015-03-24,2015,SAMOA,American Samoa,Tau,TAU,TAU,Forereef,Deep,24.1775,Tau,TAU_SANCTUARY,Tau,NOT,NOT,NOT,TAU_SANCTUARY,TAU,TAU,NA,MPA,TAU_MPA,NOT,TAU_SANCTUARY,Area calculated from 50*50 grids,1,814,TAU_Forereef_Deep,SAMOA_2015,Forereef_Deep,5,162.8,-14.27369295,-169.4948855,19.5062481,20.7253886,31.6,0,1
DIVER,TAU-00736,8521,3,SSSS,34,11.3333333333333,HA1501,2015-03-24,2015,SAMOA,American Samoa,Tau,TAU,TAU,Forereef,Mid,71.735,Tau,TAU_SANCTUARY,Tau,NOT,NOT,NOT,TAU_SANCTUARY,TAU,TAU,NA,MPA,TAU_MPA,NOT,TAU_SANCTUARY,Area calculated from 50*50 grids,1,2267,TAU_Forereef_Mid,SAMOA_2015,Forereef_Mid,10,226.7,-14.26697452,-169.4972167,12.49619019,15.23925632,31.6,0,1
DIVER,TAU-00738,8503,3,SSSS,32,10.6666666666667,HA1501,2015-03-23,2015,SAMOA,American Samoa,Tau,TAU,TAU,Forereef,Shallow,14.335,Tau,TAU_SANCTUARY,Tau,NOT,NOT,NOT,TAU_SANCTUARY,TAU,TAU,NA,MPA,TAU_MPA,NOT,TAU_SANCTUARY,Area calculated from 50*50 grids,1,535,TAU_Forereef_Shallow,SAMOA_2015,Forereef_Shallow,6,89.1666666666667,-14.27489307,-169.49272,1.857970131,2.136665651,31.6,0,1
DIVER,TAU-00765,8522,3,SSSS,6,2,HA1501,2015-03-24,2015,SAMOA,American Samoa,Tau,TAU,TAU,Forereef,Shallow,14.335,Tau,TAU_SANCTUARY,Tau,NOT,NOT,NOT,TAU_SANCTUARY,TAU,TAU,NA,MPA,TAU_MPA,NOT,TAU_SANCTUARY,Area calculated from 50*50 grids,1,535,TAU_Forereef_Shallow,SAMOA_2015,Forereef_Shallow,6,89.1666666666667,-14.2647596,-169.49849,5.18134715,6.09570253,31.6,0,1
DIVER,TUT-01511,8138,3,SSSS,3,1,HA1501,2015-02-27,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Deep,372.8,TUT_NTH,TUT_NE_OPEN,Tutuila,NOT,NOT,TUT_NE,TUT_NE_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NE,TUT_NE_OPEN,,1,1174,TUT_NE_OPEN_Forereef_Deep,SAMOA_2015,Forereef_Deep,5,234.8,-14.25132098,-170.6513173,19.5062481,23.46845474,259.9044189453125,0,1
DIVER,TUT-01513,8189,3,SSSS,0,0,HA1501,2015-03-03,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Deep,372.8,TUT_NTH,TUT_NE_OPEN,Tutuila,NOT,NOT,TUT_NE,TUT_NE_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NE,TUT_NE_OPEN,,0,1174,TUT_NE_OPEN_Forereef_Deep,SAMOA_2015,Forereef_Deep,5,234.8,-14.24907,-170.583341,20.42060347,21.63974398,94.56291198730469,0,1
DIVER,TUT-01517,8199,3,SSSS,0,0,HA1501,2015-03-03,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Deep,372.8,TUT_NTH,TUT_NE_OPEN,Tutuila,NOT,NOT,TUT_NE,TUT_NE_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NE,TUT_NE_OPEN,,0,1174,TUT_NE_OPEN_Forereef_Deep,SAMOA_2015,Forereef_Deep,5,234.8,-14.255395,-170.625903,19.5062481,21.94452911,259.9044189453125,0,1
DIVER,TUT-01522,8190,3,SSSS,40,13.3333333333333,HA1501,2015-03-03,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Mid,425,TUT_NTH,TUT_NE_OPEN,Tutuila,NOT,NOT,TUT_NE,TUT_NE_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NE,TUT_NE_OPEN,,1,1094,TUT_NE_OPEN_Forereef_Mid,SAMOA_2015,Forereef_Mid,7,156.285714285714,-14.255843,-170.60548,11.88661993,14.62968607,285.313720703125,0,1
DIVER,TUT-01525,8192,3,SSSS,13,4.33333333333333,HA1501,2015-03-03,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Mid,425,TUT_NTH,TUT_NE_OPEN,Tutuila,NOT,NOT,TUT_NE,TUT_NE_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NE,TUT_NE_OPEN,,1,1094,TUT_NE_OPEN_Forereef_Mid,SAMOA_2015,Forereef_Mid,7,156.285714285714,-14.254759,-170.558864,12.19140506,12.80097531,264.8486633300781,0,1
DIVER,TUT-01526,8140,3,SSSS,13,4.33333333333333,HA1501,2015-02-27,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Mid,425,TUT_NTH,TUT_NE_OPEN,Tutuila,NOT,NOT,TUT_NE,TUT_NE_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NE,TUT_NE_OPEN,,1,1094,TUT_NE_OPEN_Forereef_Mid,SAMOA_2015,Forereef_Mid,7,156.285714285714,-14.24650406,-170.5796353,12.19140506,15.23925632,249.022216796875,0,1
DIVER,TUT-01535,8139,3,SSSS,2,0.666666666666667,HA1501,2015-02-27,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Mid,425,TUT_NTH,TUT_NE_OPEN,Tutuila,NOT,NOT,TUT_NE,TUT_NE_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NE,TUT_NE_OPEN,,1,1094,TUT_NE_OPEN_Forereef_Mid,SAMOA_2015,Forereef_Mid,7,156.285714285714,-14.24885896,-170.6713187,10.97226455,14.02011582,92.51478576660156,0,1
DIVER,TUT-01551,8202,3,SSSS,9,3,HA1501,2015-03-03,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Mid,425,TUT_NTH,TUT_NE_OPEN,Tutuila,NOT,NOT,TUT_NE,TUT_NE_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NE,TUT_NE_OPEN,,1,1094,TUT_NE_OPEN_Forereef_Mid,SAMOA_2015,Forereef_Mid,7,156.285714285714,-14.249868,-170.562283,13.41054557,15.54404145,249.022216796875,0,1
DIVER,TUT-01561,8191,3,SSSS,12,4,HA1501,2015-03-03,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Shallow,272.9,TUT_NTH,TUT_NE_OPEN,Tutuila,NOT,NOT,TUT_NE,TUT_NE_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NE,TUT_NE_OPEN,,1,1001,TUT_NE_OPEN_Forereef_Shallow,SAMOA_2015,Forereef_Shallow,5,200.2,-14.247019,-170.567499,5.486132277,6.705272783,249.022216796875,0,1
DIVER,TUT-01568,8200,3,SSSS,2,0.666666666666667,HA1501,2015-03-03,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Shallow,272.9,TUT_NTH,TUT_NE_OPEN,Tutuila,NOT,NOT,TUT_NE,TUT_NE_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NE,TUT_NE_OPEN,,1,1001,TUT_NE_OPEN_Forereef_Shallow,SAMOA_2015,Forereef_Shallow,5,200.2,-14.248825,-170.62655,4.266991771,6.705272783,107.70073699951172,0,1
DIVER,TUT-01583,8201,3,SSSS,9,3,HA1501,2015-03-03,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Shallow,272.9,TUT_NTH,TUT_NE_OPEN,Tutuila,NOT,NOT,TUT_NE,TUT_NE_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NE,TUT_NE_OPEN,,1,1001,TUT_NE_OPEN_Forereef_Shallow,SAMOA_2015,Forereef_Shallow,5,200.2,-14.249659,-170.583157,5.18134715,7.010057909,249.022216796875,0,1
DIVER,TUT-01585,8155,2.5,SSSS,12,4.8,HA1501,2015-03-01,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NW_OPEN,Forereef,Deep,257.7,TUT_NTH,TUT_NW_OPEN,Tutuila,NOT,NOT,TUT_NW,TUT_NW_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NW,TUT_NW_OPEN,,1,1031,TUT_NW_OPEN_Forereef_Deep,SAMOA_2015,Forereef_Deep,3,343.666666666667,-14.31243779,-170.8365088,22.55409936,23.77323987,235.34695434570313,0,1
DIVER,TUT-01590,8218,2,SSSS,0,0,HA1501,2015-03-04,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Deep,372.8,TUT_NTH,TUT_NE_OPEN,Tutuila,NOT,NOT,TUT_NE,TUT_NE_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NE,TUT_NE_OPEN,,0,1174,TUT_NE_OPEN_Forereef_Deep,SAMOA_2015,Forereef_Deep,5,234.8,-14.237285,-170.673834,19.81103322,22.85888449,92.51478576660156,0,1
DIVER,TUT-01595,8228,3,SSSS,6,2,HA1501,2015-03-04,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NW_OPEN,Forereef,Deep,257.7,TUT_NTH,TUT_NW_OPEN,Tutuila,NOT,NOT,TUT_NW,TUT_NW_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NW,TUT_NW_OPEN,,1,1031,TUT_NW_OPEN_Forereef_Deep,SAMOA_2015,Forereef_Deep,3,343.666666666667,-14.28528,-170.73782,21.03017373,21.94452911,279.1956787109375,0,1
DIVER,TUT-01601,8157,3,SSSS,15,5,HA1501,2015-03-01,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NW_OPEN,Forereef,Deep,257.7,TUT_NTH,TUT_NW_OPEN,Tutuila,NOT,NOT,TUT_NW,TUT_NW_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NW,TUT_NW_OPEN,,1,1031,TUT_NW_OPEN_Forereef_Deep,SAMOA_2015,Forereef_Deep,3,343.666666666667,-14.29099378,-170.8018875,18.28710759,21.94452911,13.376863479614258,0,1
DIVER,TUT-01623,8156,3,SSSS,3,1,HA1501,2015-03-01,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NW_OPEN,Forereef,Mid,220.3,TUT_NTH,TUT_NW_OPEN,Tutuila,NOT,NOT,TUT_NW,TUT_NW_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NW,TUT_NW_OPEN,,1,881,TUT_NW_OPEN_Forereef_Mid,SAMOA_2015,Forereef_Mid,3,293.666666666667,-14.30099373,-170.8181388,11.27704968,14.32490094,100.6048583984375,0,1
DIVER,TUT-01628,8229,3,SSSS,18,6,HA1501,2015-03-04,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NW_OPEN,Forereef,Mid,220.3,TUT_NTH,TUT_NW_OPEN,Tutuila,NOT,NOT,TUT_NW,TUT_NW_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NW,TUT_NW_OPEN,,1,881,TUT_NW_OPEN_Forereef_Mid,SAMOA_2015,Forereef_Mid,3,293.666666666667,-14.28881,-170.78067,12.19140506,15.84882658,81.20008087158203,0,1
DIVER,TUT-01635,8230,3,SSSS,9,3,HA1501,2015-03-04,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NW_OPEN,Forereef,Shallow,130.4,TUT_NTH,TUT_NW_OPEN,Tutuila,NOT,NOT,TUT_NW,TUT_NW_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NW,TUT_NW_OPEN,,1,522,TUT_NW_OPEN_Forereef_Shallow,SAMOA_2015,Forereef_Shallow,2,261,-14.28641,-170.72401,5.18134715,6.400487656,279.1956787109375,0,1
DIVER,TUT-01646,8219,3,SSSS,3,1,HA1501,2015-03-04,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Mid,425,TUT_NTH,TUT_NE_OPEN,Tutuila,NOT,NOT,TUT_NE,TUT_NE_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NE,TUT_NE_OPEN,,1,1094,TUT_NE_OPEN_Forereef_Mid,SAMOA_2015,Forereef_Mid,7,156.285714285714,-14.25176,-170.697108,11.88661993,17.37275221,473.3190002441406,0,1
DIVER,TUT-01652,8158,3,SSSS,5,1.66666666666667,HA1501,2015-03-01,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NW_OPEN,Forereef,Shallow,130.4,TUT_NTH,TUT_NW_OPEN,Tutuila,NOT,NOT,TUT_NW,TUT_NW_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NW,TUT_NW_OPEN,,1,522,TUT_NW_OPEN_Forereef_Shallow,SAMOA_2015,Forereef_Shallow,2,261,-14.29068214,-170.7894326,4.876562024,6.705272783,81.20008087158203,0,1
DIVER,TUT-01654,8221,3,SSSS,2,0.666666666666667,HA1501,2015-03-04,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NW_OPEN,Forereef,Mid,220.3,TUT_NTH,TUT_NW_OPEN,Tutuila,NOT,NOT,TUT_NW,TUT_NW_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NW,TUT_NW_OPEN,,1,881,TUT_NW_OPEN_Forereef_Mid,SAMOA_2015,Forereef_Mid,3,293.666666666667,-14.285999,-170.724148,11.27704968,12.19140506,279.1956787109375,0,1
DIVER,TUT-01663,8220,3,SSSS,5,1.66666666666667,HA1501,2015-03-04,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Shallow,272.9,TUT_NTH,TUT_NE_OPEN,Tutuila,NOT,NOT,TUT_NE,TUT_NE_OPEN,TUT,TUT,NA,OPEN,TUT_OPEN,TUT_NE,TUT_NE_OPEN,,1,1001,TUT_NE_OPEN_Forereef_Shallow,SAMOA_2015,Forereef_Shallow,5,200.2,-14.261661,-170.706756,4.571776897,5.790917403,473.3190002441406,0,1
DIVER,TUT-01685,8619,3,SSSS,25,8.33333333333333,HA1501,2015-03-29,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_A,Forereef,Deep,79.25,TUT_NTH,TUT_NE_OPEN,Tutuila,NOT,NOT,TUT_NE,TUT_NE_OPEN,TUT_NE,TUT_NE,NOT,AUNA,TUT_NE_AUNA,TUT_AUNUU,TUT_AUNUU_A,,1,317,TUT_AUNUU_A_Forereef_Deep,SAMOA_2015,Forereef_Deep,2,158.5,-14.299791,-170.567801,20.11581835,21.33495885,264.8486633300781,4000,1
DIVER,TUT-01699,8630,3,SSSS,5,1.66666666666667,HA1501,2015-03-29,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_A,Forereef,Deep,79.25,TUT_NTH,TUT_NE_OPEN,Tutuila,NOT,NOT,TUT_NE,TUT_NE_OPEN,TUT_NE,TUT_NE,NOT,AUNA,TUT_NE_AUNA,TUT_AUNUU,TUT_AUNUU_A,,1,317,TUT_AUNUU_A_Forereef_Deep,SAMOA_2015,Forereef_Deep,2,158.5,-14.287789,-170.564075,19.5062481,21.03017373,264.8486633300781,0,1
DIVER,TUT-01708,8622,3,SSSS,12,4,HA1501,2015-03-29,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_A,Forereef,Mid,151.55944,TUT_NTH,TUT_NE_OPEN,Tutuila,NOT,NOT,TUT_NE,TUT_NE_OPEN,TUT_NE,TUT_NE,NOT,AUNA,TUT_NE_AUNA,TUT_AUNUU,TUT_AUNUU_A,,1,606,TUT_AUNUU_A_Forereef_Mid,SAMOA_2015,Forereef_Mid,2,303,-14.2941,-170.56208,10.97226455,11.88661993,264.8486633300781,4000,1
DIVER,TUT-01715,8154,3,SSSS,7,2.33333333333333,HA1501,2015-02-28,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_A,Forereef,Mid,151.55944,TUT_NTH,TUT_NE_OPEN,Tutuila,NOT,NOT,TUT_NE,TUT_NE_OPEN,TUT_NE,TUT_NE,NOT,AUNA,TUT_NE_AUNA,TUT_AUNUU,TUT_AUNUU_A,,1,606,TUT_AUNUU_A_Forereef_Mid,SAMOA_2015,Forereef_Mid,2,303,-14.29024838,-170.5505429,9.143553795,12.80097531,264.8486633300781,0,1
DIVER,TUT-01723,8633,3,SSSS,5,1.66666666666667,HA1501,2015-03-29,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_A,Forereef,Shallow,22.626828,TUT_NTH,TUT_NE_OPEN,Tutuila,NOT,NOT,TUT_NE,TUT_NE_OPEN,TUT_NE,TUT_NE,NOT,AUNA,TUT_NE_AUNA,TUT_AUNUU,TUT_AUNUU_A,,1,91,TUT_AUNUU_A_Forereef_Shallow,SAMOA_2015,Forereef_Shallow,2,45.5,-14.288373,-170.562001,5.486132277,6.09570253,264.8486633300781,0,1
DIVER,TUT-01727,8620,3,SSSS,32,10.6666666666667,HA1501,2015-03-29,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_A,Forereef,Shallow,22.626828,TUT_NTH,TUT_NE_OPEN,Tutuila,NOT,NOT,TUT_NE,TUT_NE_OPEN,TUT_NE,TUT_NE,NOT,AUNA,TUT_NE_AUNA,TUT_AUNUU,TUT_AUNUU_A,,1,91,TUT_AUNUU_A_Forereef_Shallow,SAMOA_2015,Forereef_Shallow,2,45.5,-14.287994,-170.563112,5.18134715,6.400487656,264.8486633300781,0,1
DIVER,TUT-01744,8151,3,SSSS,1,0.333333333333333,HA1501,2015-02-28,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_B,Forereef,Deep,202.8,TUT_NTH,TUT_AUNUU_B,Tutuila,NOT,NOT,TUT_NE,TUT_AUNUU_B,TUT,TUT,NA,AUNB,TUT_AUNB,TUT_AUNUU,TUT_AUNUU_B,,1,811,TUT_AUNUU_B_Forereef_Deep,SAMOA_2015,Forereef_Deep,4,202.75,-14.28367219,-170.5369313,20.11581835,20.7253886,264.8486,4000,1
DIVER,TUT-01750,8602,3,SSSS,11,3.66666666666667,HA1501,2015-03-28,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_B,Forereef,Deep,202.8,TUT_NTH,TUT_AUNUU_B,Tutuila,NOT,NOT,TUT_NE,TUT_AUNUU_B,TUT,TUT,NA,AUNB,TUT_AUNB,TUT_AUNUU,TUT_AUNUU_B,,1,811,TUT_AUNUU_B_Forereef_Deep,SAMOA_2015,Forereef_Deep,4,202.75,-14.27675,-170.508913,22.85888449,23.16366961,264.8486,4000,0
