"SITEVISITID","SITE","OBS_YEAR","DATE_","MISSIONID","ANALYSIS_YEAR","ANALYSIS_SCHEME","SEC_NAME","EXCLUDE_FLAG","new_MIN_DEPTH_M","new_MAX_DEPTH_M","METHOD","REGION","ISLAND","PERM_SITE","CLIMATE_STATION_YN","LATITUDE","LONGITUDE","REEF_ZONE","DEPTH_BIN","CCA","CORAL","EMA","HAL","I","MA","SC","SED","TURF","N","new.N"
7116,"MAU-00215",2014,2014-05-04,"HA1401","2014","RAMP_BASIC","Maug",0,13.5,13.7,"CPCE","MARIAN","Maug",0,0,20.03424902,145.21509111,"Forereef","Mid",3.78787878787879,39.3939393939394,10.6060606060606,0,0,7.95454545454545,0,12.8787878787879,25.3787878787879,300,264
7117,"MAU-00341",2014,2014-05-04,"HA1401","2014","RAMP_BASIC","Maug",0,5.3,8.6,"CPCE","MARIAN","Maug",0,0,20.03567085,145.22216015,"Forereef","Shallow",6.48854961832061,22.5190839694656,6.10687022900763,0,0,0.381679389312977,0.381679389312977,6.87022900763359,57.2519083969466,300,262
7119,"MAU-00198",2014,2014-05-04,"HA1401","2014","RAMP_BASIC","Maug",0,14,17,"CPCE","MARIAN","Maug",0,0,20.02738802,145.23616187,"Forereef","Mid",8.98876404494382,31.4606741573034,3.37078651685393,1.49812734082397,0.374531835205993,1.87265917602996,2.24719101123596,1.49812734082397,48.689138576779,300,267
7120,"MAU-00292",2014,2014-05-04,"HA1401","2014","RAMP_BASIC","Maug",0,22,28.8,"CPCE","MARIAN","Maug",0,0,20.03109382,145.20899638,"Forereef","Deep",5.01792114695341,35.84229390681,20.4301075268817,0.3584229390681,0,2.8673835125448,0,3.584229390681,31.8996415770609,300,279
7121,"MAU-00216",2014,2014-05-04,"HA1401","2014","RAMP_BASIC","Maug",0,9.4,10.5,"CPCE","MARIAN","Maug",0,0,20.03578224,145.21818856,"Forereef","Mid",3.76712328767123,21.5753424657534,6.16438356164384,0.684931506849315,0,8.9041095890411,8.56164383561644,0.342465753424658,50,300,292
7122,"MAU-00192",2014,2014-05-04,"HA1401","2014","RAMP_BASIC","Maug",0,17,18.2,"CPCE","MARIAN","Maug",0,0,20.03711505,145.22050146,"Forereef","Mid",1.72413793103448,36.551724137931,1.37931034482759,1.03448275862069,0,8.96551724137931,4.48275862068965,2.75862068965517,43.1034482758621,310,290
7123,"MAU-00299",2014,2014-05-04,"HA1401","2014","RAMP_BASIC","Maug",0,19.5,21.2,"CPCE","MARIAN","Maug",0,0,20.03425305,145.22921202,"Forereef","Deep",2.82685512367491,33.9222614840989,10.9540636042403,0,0.353356890459364,0.353356890459364,1.41342756183746,0,50.1766784452297,300,283
7124,"MAU-00225",2014,2014-05-04,"HA1401","2014","RAMP_BASIC","Maug",0,12,13.6,"CPCE","MARIAN","Maug",0,0,20.03114454,145.23122091,"Forereef","Mid",2.02020202020202,23.9057239057239,14.1414141414141,0.336700336700337,0,0.336700336700337,0.673400673400673,0,58.5858585858586,300,297
7125,"MAU-00204",2014,2014-05-04,"HA1401","2014","RAMP_BASIC","Maug",0,15.2,17.5,"CPCE","MARIAN","Maug",0,0,20.03086919,145.2339783,"Forereef","Mid",2.5,35,3.21428571428571,0,0,1.42857142857143,0,0,57.8571428571429,300,280
7126,"MAU-00604",2014,2014-05-04,"HA1401","2014","RAMP_BASIC","Maug",0,21.03017373,22.85888449,"CPCE","MARIAN","Maug",0,0,20.03323372,145.23156012,"Forereef","Deep",2.84697508896797,33.0960854092527,3.91459074733096,0,0,2.13523131672598,0.355871886120996,0.355871886120996,57.2953736654804,300,281
7127,"MAU-00575",2014,2014-05-04,"HA1401","2014","RAMP_BASIC","Maug",0,12.49619019,13.71533069,"CPCE","MARIAN","Maug",0,0,20.03433963,145.22780369,"Forereef","Mid",4.43686006825939,48.122866894198,1.70648464163823,1.36518771331058,0,3.7542662116041,2.04778156996587,0.341296928327645,38.2252559726962,300,293
7128,"MAU-00571",2014,2014-05-04,"HA1401","2014","RAMP_BASIC","Maug",0,3.657421518,5.790917403,"CPCE","MARIAN","Maug",0,0,20.03422472,145.2172435,"Forereef","Shallow",2.67558528428094,2.67558528428094,2.0066889632107,0.334448160535117,0,2.34113712374582,0,5.01672240802676,84.9498327759197,300,299
7129,"MAU-00588",2014,2014-05-04,"HA1401","2014","RAMP_BASIC","Maug",0,3.962206644,5.790917403,"CPCE","MARIAN","Maug",0,0,20.03283,145.21475,"Forereef","Shallow",5.20833333333333,10.7638888888889,22.9166666666667,0.347222222222222,0,4.16666666666667,0,0,56.5972222222222,300,288
7131,"MAU-00612",2014,2014-05-04,"HA1401","2014","RAMP_BASIC","Maug",0,18.59189272,24.07802499,"CPCE","MARIAN","Maug",0,0,20.03480977,145.21444973,"Forereef","Deep",7.80141843971631,35.8156028368794,8.51063829787234,0,0,4.60992907801418,0,2.12765957446809,41.1347517730496,300,282
7132,"MAU-00564",2014,2014-05-04,"HA1401","2014","RAMP_BASIC","Maug",0,11.27704968,13.10576044,"CPCE","MARIAN","Maug",0,0,20.03637208,145.22016451,"Forereef","Mid",1.78571428571429,5.71428571428571,16.4285714285714,0.357142857142857,0,12.1428571428571,0,1.78571428571429,61.7857142857143,290,280
7133,"MAU-00554",2014,2014-05-04,"HA1401","2014","RAMP_BASIC","Maug",0,7.010057909,8.533983542,"CPCE","MARIAN","Maug",0,0,20.03227442,145.23071749,"Forereef","Mid",11.744966442953,26.510067114094,9.73154362416107,0,0,0,0.671140939597315,0,51.3422818791946,300,298
7134,"MAU-00298",2014,2014-05-04,"HA1401","2014","RAMP_BASIC","Maug",0,22,27,"CPCE","MARIAN","Maug",0,0,20.03013745,145.23619641,"Forereef","Deep",4.01459854014599,50.3649635036496,4.01459854014599,0.72992700729927,0,3.28467153284672,0,4.74452554744525,32.8467153284672,300,274
7135,"MAU-00190",2014,2014-05-04,"HA1401","2014","RAMP_BASIC","Maug",0,11.5,13,"CPCE","MARIAN","Maug",0,0,20.02515525,145.23679228,"Forereef","Mid",6.16438356164384,17.4657534246575,1.71232876712329,0,0,2.73972602739726,0,3.76712328767123,68.1506849315068,300,292
7136,"MAU-00212",2014,2014-05-04,"HA1401","2014","RAMP_BASIC","Maug",0,6.7,11.2,"CPCE","MARIAN","Maug",0,0,20.0334431,145.22733137,"Forereef","Mid",7.57097791798107,24.6056782334385,5.36277602523659,0.630914826498423,0,6.30914826498423,1.26182965299685,4.41640378548896,49.8422712933754,330,317
7139,"MAU-00289",2014,2014-05-05,"HA1401","2014","RAMP_BASIC","Maug",0,22.4,25.7,"CPCE","MARIAN","Maug",0,0,20.01751992,145.23980993,"Forereef","Deep",0.689655172413793,42.7586206896552,1.72413793103448,2.41379310344828,0,3.79310344827586,1.03448275862069,3.44827586206897,44.1379310344828,300,290
7140,"MAU-00339",2014,2014-05-05,"HA1401","2014","RAMP_BASIC","Maug",0,4,7.5,"CPCE","MARIAN","Maug",0,0,20.0150869,145.22861212,"Forereef","Shallow",0,1.08695652173913,2.53623188405797,0,0,5.07246376811594,0,2.53623188405797,88.768115942029,290,276
7141,"MAU-00208",2014,2014-05-05,"HA1401","2014","RAMP_BASIC","Maug",0,9,16.7,"CPCE","MARIAN","Maug",0,0,20.01347557,145.22666627,"Forereef","Mid",5.07246376811594,23.5507246376812,2.17391304347826,0,0,4.34782608695652,0,7.97101449275362,56.8840579710145,300,276
7142,"MAU-00195",2014,2014-05-05,"HA1401","2014","RAMP_BASIC","Maug",0,18.8,21.3,"CPCE","MARIAN","Maug",0,0,20.0111459,145.23132124,"Forereef","Deep",4.27631578947368,35.1973684210526,8.22368421052632,0.986842105263158,0.328947368421053,1.64473684210526,1.31578947368421,3.94736842105263,44.078947368421,330,304
7143,"MAU-00187",2014,2014-05-05,"HA1401","2014","RAMP_BASIC","Maug",0,16.5,17,"CPCE","MARIAN","Maug",0,0,20.01321631,145.23379667,"Forereef","Mid",6.07142857142857,26.4285714285714,8.21428571428571,0,0.357142857142857,1.07142857142857,0,0.714285714285714,57.1428571428571,300,280
7144,"MAU-00203",2014,2014-05-05,"HA1401","2014","RAMP_BASIC","Maug",0,15.7,16.8,"CPCE","MARIAN","Maug",0,0,20.01922287,145.23976869,"Forereef","Mid",10.2112676056338,33.0985915492958,4.57746478873239,4.22535211267606,0.352112676056338,4.57746478873239,3.52112676056338,0,39.4366197183099,320,284
7146,"MAU-00533",2014,2014-05-05,"HA1401","2014","RAMP_BASIC","Maug",0,14.32490094,15.84882658,"CPCE","MARIAN","Maug",0,0,20.03014499,145.23462497,"Forereef","Mid",5.28169014084507,24.6478873239437,7.04225352112676,0,0,2.46478873239437,1.05633802816901,0,59.5070422535211,300,284
7147,"MAU-00557",2014,2014-05-05,"HA1401","2014","RAMP_BASIC","Maug",0,13.41054557,15.84882658,"CPCE","MARIAN","Maug",0,0,20.02611171,145.23669077,"Forereef","Mid",4.13793103448276,17.2413793103448,5.17241379310345,0,0,0.344827586206897,1.72413793103448,5.17241379310345,66.2068965517241,300,290
7148,"MAU-00584",2014,2014-05-05,"HA1401","2014","RAMP_BASIC","Maug",0,13.41054557,15.54404145,"CPCE","MARIAN","Maug",0,0,20.01595217,145.23697944,"Forereef","Mid",1.72413793103448,32.7586206896552,7.24137931034483,2.75862068965517,0,5.51724137931035,2.75862068965517,1.37931034482759,45.8620689655172,300,290
7149,"MAU-00586",2014,2014-05-05,"HA1401","2014","RAMP_BASIC","Maug",0,3.962206644,6.400487656,"CPCE","MARIAN","Maug",0,0,20.01115303,145.21385528,"Forereef","Shallow",3.76712328767123,6.50684931506849,60.6164383561644,0,0,0,0,0.342465753424658,28.7671232876712,300,292
7151,"MAU-00335",2014,2014-05-05,"HA1401","2014","RAMP_BASIC","Maug",0,4.8,6.5,"CPCE","MARIAN","Maug",0,0,20.02359889,145.23782426,"Forereef","Shallow",2.95081967213115,5.9016393442623,23.2786885245902,0,0.327868852459016,4.91803278688525,0,0,62.6229508196721,310,305
7152,"MAU-00185",2014,2014-05-05,"HA1401","2014","RAMP_BASIC","Maug",0,15.5,17.3,"CPCE","MARIAN","Maug",0,0,20.01002583,145.22911261,"Forereef","Mid",1.44404332129964,37.5451263537906,10.1083032490975,0.36101083032491,0,0,1.80505415162455,1.08303249097473,47.6534296028881,300,277
7153,"MAU-00596",2014,2014-05-05,"HA1401","2014","RAMP_BASIC","Maug",0,18.28710759,20.42060347,"CPCE","MARIAN","Maug",0,0,20.02493732,145.23747389,"Forereef","Deep",1.81268882175227,20.5438066465257,8.45921450151057,3.32326283987915,0,8.45921450151057,0.302114803625378,2.41691842900302,54.6827794561934,340,331
7154,"MAU-00585",2014,2014-05-05,"HA1401","2014","RAMP_BASIC","Maug",0,15.23925632,16.1536117,"CPCE","MARIAN","Maug",0,0,20.01983877,145.23945244,"Forereef","Mid",1.80722891566265,15.9638554216867,7.53012048192771,0,0,0.903614457831325,0,0,73.7951807228916,340,332
7155,"MAU-00594",2014,2014-05-05,"HA1401","2014","RAMP_BASIC","Maug",0,12.19140506,15.23925632,"CPCE","MARIAN","Maug",0,0,20.01337934,145.23370405,"Forereef","Mid",2.08333333333333,18.1547619047619,7.14285714285714,0,0,0,0,0,72.6190476190476,340,336
7158,"GUG-00230",2014,2014-05-06,"HA1401","2014","RAMP_BASIC","Guguan",0,12.80097531,14.62968607,"CPCE","MARIAN","Guguan",0,0,17.30116915,145.83296897,"Forereef","Mid",10.9243697478992,41.1764705882353,4.20168067226891,0.840336134453782,3.36134453781513,1.26050420168067,0,0,38.2352941176471,260,238
7159,"GUG-00201",2014,2014-05-06,"HA1401","2014","RAMP_BASIC","Guguan",0,3.352636391,5.486132277,"CPCE","MARIAN","Guguan",0,0,17.31204936,145.83173725,"Forereef","Shallow",4.39189189189189,0.675675675675676,25,0,0,0,0,0,69.9324324324324,300,296
7160,"GUG-00234",2014,2014-05-06,"HA1401","2014","RAMP_BASIC","Guguan",0,21.94452911,23.46845474,"CPCE","MARIAN","Guguan",0,0,17.30474663,145.85269754,"Forereef","Deep",8.60215053763441,28.673835125448,10.752688172043,2.5089605734767,0,1.0752688172043,0,0.3584229390681,48.0286738351254,300,279
7161,"GUG-00204",2014,2014-05-06,"HA1401","2014","RAMP_BASIC","Guguan",0,3.657421518,5.486132277,"CPCE","MARIAN","Guguan",0,0,17.2971807,145.84146068,"Forereef","Shallow",1.68918918918919,2.36486486486486,10.472972972973,0,0,0,0,10.472972972973,75,300,296
7162,"GUG-00152",2014,2014-05-06,"HA1401","2014","RAMP_BASIC","Guguan",0,18.1,21.1,"CPCE","MARIAN","Guguan",0,0,17.29727458,145.83645877,"Forereef","Deep",0.636942675159236,23.2484076433121,5.4140127388535,0,0,1.59235668789809,0,3.18471337579618,65.9235668789809,320,314
7164,"GUG-00132",2014,2014-05-06,"HA1401","2014","RAMP_BASIC","Guguan",0,5.7,12.4,"CPCE","MARIAN","Guguan",0,0,17.31755988,145.83267049,"Forereef","Mid",9.45945945945946,2.7027027027027,8.10810810810811,0,0,0.337837837837838,0,0,79.3918918918919,300,296
7165,"GUG-00157",2014,2014-05-06,"HA1401","2014","RAMP_BASIC","Guguan",0,19.8,28.1,"CPCE","MARIAN","Guguan",0,0,17.32260025,145.83978714,"Forereef","Deep",4.13793103448276,30.6896551724138,5.51724137931035,5.17241379310345,0.344827586206897,0.689655172413793,0,2.41379310344828,51.0344827586207,310,290
7166,"GUG-00147",2014,2014-05-06,"HA1401","2014","RAMP_BASIC","Guguan",0,21.2,22.2,"CPCE","MARIAN","Guguan",0,0,17.31372457,145.85045479,"Forereef","Deep",2.02702702702703,10.472972972973,0.675675675675676,0,0.337837837837838,4.05405405405405,4.72972972972973,12.8378378378378,64.8648648648649,300,296
7167,"GUG-00127",2014,2014-05-06,"HA1401","2014","RAMP_BASIC","Guguan",0,12,12.7,"CPCE","MARIAN","Guguan",0,0,17.30237598,145.85042948,"Forereef","Mid",2.05479452054794,5.82191780821918,14.041095890411,0,0.342465753424658,3.42465753424658,0,3.76712328767123,70.5479452054795,300,292
7168,"GUG-00112",2014,2014-05-06,"HA1401","2014","RAMP_BASIC","Guguan",0,3.9,5,"CPCE","MARIAN","Guguan",0,0,17.29808654,145.83961112,"Forereef","Shallow",1,1.33333333333333,0.333333333333333,0,0,3.33333333333333,0,1.66666666666667,92.3333333333333,300,300
7169,"GUG-00137",2014,2014-05-06,"HA1401","2014","RAMP_BASIC","Guguan",0,19,26.5,"CPCE","MARIAN","Guguan",0,0,17.30457723,145.83067987,"Forereef","Deep",2.78884462151394,31.4741035856574,3.58565737051793,0.796812749003984,0.796812749003984,1.99203187250996,0,1.59362549800797,56.9721115537849,270,251
7170,"GUG-00154",2014,2014-05-06,"HA1401","2014","RAMP_BASIC","Guguan",0,5.4,7,"CPCE","MARIAN","Guguan",0,0,17.31092644,145.83145511,"Forereef","Shallow",27.5,0.714285714285714,13.2142857142857,0,0,0.714285714285714,0,0,57.8571428571429,310,280
7171,"GUG-00122",2014,2014-05-06,"HA1401","2014","RAMP_BASIC","Guguan",0,12.3,16.5,"CPCE","MARIAN","Guguan",0,0,17.32006623,145.84667724,"Forereef","Mid",13.5714285714286,10,19.2857142857143,0,0,0,0.714285714285714,0,56.4285714285714,310,280
7172,"GUG-00130",2014,2014-05-06,"HA1401","2014","RAMP_BASIC","Guguan",0,12,15.5,"CPCE","MARIAN","Guguan",0,0,17.29507349,145.84622227,"Forereef","Mid",5.74712643678161,15.3256704980843,0.383141762452107,1.91570881226054,0,1.14942528735632,0,6.13026819923372,69.3486590038314,290,261
7173,"GUG-00241",2014,2014-05-06,"HA1401","2014","RAMP_BASIC","Guguan",0,19.5062481,22.55409936,"CPCE","MARIAN","Guguan",0,0,17.32067266,145.84647322,"Forereef","Deep",12.0805369127517,7.04697986577181,9.39597315436242,1.67785234899329,0,3.69127516778524,0,1.00671140939597,65.1006711409396,300,298
7174,"GUG-00140",2014,2014-05-06,"HA1401","2014","RAMP_BASIC","Guguan",0,21.8,25.8,"CPCE","MARIAN","Guguan",0,0,17.29941423,145.85055194,"Forereef","Deep",13.915857605178,15.8576051779935,1.29449838187702,1.29449838187702,0,4.85436893203883,0,0,62.7831715210356,320,309
7176,"SAI-00542",2014,2014-05-07,"HA1401","2014","RAMP_BASIC","Saipan",0,16.2,16.7,"CPCE","MARIAN","Saipan",0,0,15.2169013,145.69137071,"Forereef","Mid",1.67224080267559,6.02006688963211,0,0.334448160535117,0,48.8294314381271,0,2.0066889632107,41.1371237458194,300,299
7177,"SAI-00433",2014,2014-05-07,"HA1401","2014","RAMP_BASIC","Saipan",0,29.4,30,"CPCE","MARIAN","Saipan",0,0,15.21203603,145.67772321,"Forereef","Deep",0,7.16723549488055,2.73037542662116,2.04778156996587,0,10.580204778157,0.341296928327645,11.2627986348123,65.8703071672355,300,293
7178,"SAI-00684",2014,2014-05-07,"HA1401","2014","RAMP_BASIC","Saipan",0,21.63974398,24.07802499,"CPCE","MARIAN","Saipan",0,0,15.25950937,145.77253042,"Forereef","Deep",13.4680134680135,20.8754208754209,6.06060606060606,0,1.01010101010101,5.05050505050505,0,4.04040404040404,49.4949494949495,300,297
7179,"SAI-00708",2014,2014-05-07,"HA1401","2014","RAMP_BASIC","Saipan",0,19.81103322,20.7253886,"CPCE","MARIAN","Saipan",0,0,15.24588316,145.70324435,"Forereef","Deep",4.34782608695652,15.3846153846154,3.67892976588629,3.34448160535117,0.334448160535117,5.01672240802676,0.334448160535117,7.35785953177258,60.2006688963211,300,299
7473,"MOL-01639",2015,2015-06-15,"HA1503","2013-15","RAMP_BASIC","MOL_NW",0,22.1,24.8,"CNET","MHI","Molokai",0,0,21.215533,-156.975942,"Forereef","Deep",1.09489051094891,4.74452554744525,4.01459854014599,0,0,0,0,0,90.1459854014599,290,274
7474,"MOL-01607",2015,2015-06-15,"HA1503","2013-15","RAMP_BASIC","MOL_NW",0,5.2,6,"CNET","MHI","Molokai",0,0,21.195666,-156.98668,"Forereef","Shallow",2.60586319218241,1.30293159609121,2.28013029315961,0,0,0,0,0,93.8110749185668,310,307
7475,"MOL-01546",2015,2015-06-15,"HA1503","2013-15","RAMP_BASIC","MOL_NW",0,15,16.4,"CNET","MHI","Molokai",0,0,21.186991,-157.013833,"Forereef","Mid",0,2.33333333333333,1.33333333333333,0,0,0,0,4.66666666666667,91.6666666666667,310,300
7476,"MOL-01605",2015,2015-06-15,"HA1503","2013-15","RAMP_BASIC","MOL_NW",0,19,22.1,"CNET","MHI","Molokai",0,0,21.189508,-157.047211,"Forereef","Deep",0.346020761245675,2.7681660899654,1.3840830449827,0,0,0,0,10.0346020761246,85.4671280276817,290,289
7477,"MOL-01559",2015,2015-06-15,"HA1503","2013-15","RAMP_BASIC","MOL_NW",0,10.5,10.5,"CNET","MHI","Molokai",0,0,21.202134,-157.138388,"Forereef","Mid",0.328947368421053,0,0.328947368421053,2.96052631578947,0,1.97368421052632,0,8.88157894736842,85.5263157894737,310,304
7478,"MOL-01635",2015,2015-06-15,"HA1503","2013-15","RAMP_BASIC","MOL_NW",0,19,23.6,"CNET","MHI","Molokai",0,0,21.19211,-157.077592,"Forereef","Deep",1.38888888888889,13.8888888888889,1.04166666666667,0,0,0.347222222222222,0,1.38888888888889,81.9444444444444,300,288
7479,"MOL-01636",2015,2015-06-15,"HA1503","2013-15","RAMP_BASIC","MOL_NW",0,13,14.8,"CNET","MHI","Molokai",0,0,21.196658,-157.105355,"Forereef","Mid",3.86100386100386,14.6718146718147,11.5830115830116,0,0,0.386100386100386,0,0,69.4980694980695,270,259
7480,"MOL-01543",2015,2015-06-15,"HA1503","2013-15","RAMP_BASIC","MOL_NW",0,10,14,"CNET","MHI","Molokai",0,0,21.201735,-157.134771,"Forereef","Mid",0.334448160535117,4.0133779264214,0.334448160535117,1.67224080267559,0,7.02341137123746,0,1.33779264214047,85.2842809364548,300,299
7481,"MOL-01589",2015,2015-06-15,"HA1503","2013-15","RAMP_BASIC","MOL_NW",0,5,7.3,"CNET","MHI","Molokai",0,0,21.199346,-157.134235,"Forereef","Shallow",1.07913669064748,3.59712230215827,1.43884892086331,0,0,0,0,2.87769784172662,91.0071942446043,290,278
7482,"MOL-01567",2015,2015-06-15,"HA1503","2013-15","RAMP_BASIC","MOL_NW",0,5.9436,6.82752,"CNET","MHI","Molokai",0,0,21.215055,-157.193116,"Forereef","Shallow",1.96078431372549,4.90196078431373,0.980392156862745,0.326797385620915,0,1.96078431372549,0,9.15032679738562,80.718954248366,310,306
7483,"MOL-01643",2015,2015-06-15,"HA1503","2013-15","RAMP_BASIC","MOL_NW",0,22.5,24.8,"CNET","MHI","Molokai",0,0,21.190025,-157.035815,"Forereef","Deep",0,3.35570469798658,0.671140939597315,0,0,0.335570469798658,0,1.67785234899329,93.9597315436242,300,298
7484,"MOL-01655",2015,2015-06-15,"HA1503","2013-15","RAMP_BASIC","MOL_NW",0,5.1,6.7,"CNET","MHI","Molokai",0,0,21.194882,-157.090705,"Forereef","Shallow",2.67558528428094,1.67224080267559,10.3678929765886,0,0,0.334448160535117,0,1.33779264214047,83.6120401337793,300,299
7485,"MOL-01562",2015,2015-06-15,"HA1503","2013-15","RAMP_BASIC","MOL_NW",0,25.9,27.7,"CNET","MHI","Molokai",0,0,21.203917,-157.130441,"Forereef","Deep",0.333333333333333,3.66666666666667,0.333333333333333,0,0,0.333333333333333,0,11.3333333333333,84,300,300
7486,"MOL-01573",2015,2015-06-15,"HA1503","2013-15","RAMP_BASIC","MOL_NW",0,15,16,"CNET","MHI","Molokai",0,0,21.206516,-157.174489,"Forereef","Mid",0,0.335570469798658,0.335570469798658,0.671140939597315,0,0.335570469798658,0,18.4563758389262,79.8657718120805,300,298
7487,"MOL-01599",2015,2015-06-15,"HA1503","2013-15","RAMP_BASIC","MOL_NW",0,23.6,24.1,"CNET","MHI","Molokai",0,0,21.215419,-157.174478,"Forereef","Deep",0,0.336700336700337,0,0.673400673400673,0,3.03030303030303,0,0.673400673400673,95.2861952861953,300,297
7488,"MOL-01547",2015,2015-06-15,"HA1503","2013-15","RAMP_BASIC","MOL_NW",0,9.8,11.1,"CNET","MHI","Molokai",0,0,21.211608,-157.193485,"Forereef","Mid",2.02020202020202,14.8148148148148,1.68350168350168,0,0,0,0,0,81.4814814814815,300,297
7489,"HAW-01961",2015,2015-06-16,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,4.8,6.3,"CNET","MHI","Hawaii",0,0,19.747491,-156.055423,"Forereef","Shallow",25.2788104089219,9.29368029739777,16.3568773234201,0,0,0,0,0,49.0706319702602,300,269
7490,"HAW-01874",2015,2015-06-16,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,15.5,17.5,"CNET","MHI","Hawaii",0,0,19.694882,-156.048138,"Forereef","Mid",5.59440559440559,20.2797202797203,5.24475524475525,0,0,1.04895104895105,0,1.04895104895105,66.7832167832168,300,286
7491,"HAW-01978",2015,2015-06-16,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,14.8,17.8,"CNET","MHI","Hawaii",0,0,19.612929,-155.98592,"Forereef","Mid",17.037037037037,56.2962962962963,5.18518518518519,0,0,0,0,0,21.4814814814815,290,270
7492,"HAW-01811",2015,2015-06-16,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,23.7,25.2,"CNET","MHI","Hawaii",0,0,19.568667,-155.971391,"Forereef","Deep",9.43396226415094,61.5094339622641,3.39622641509434,0,0,0,0,0.377358490566038,25.2830188679245,300,265
7493,"HAW-02405",2015,2015-06-16,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,12,16.1,"CNET","MHI","Hawaii",0,0,19.482254,-155.941357,"Forereef","Mid",4.76190476190476,3.40136054421769,1.02040816326531,0,0,0,0,3.06122448979592,87.7551020408163,300,294
7494,"HAW-02416",2015,2015-06-16,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,27.1,29,"CNET","MHI","Hawaii",0,0,19.759449,-156.05256,"Forereef","Deep",1.08695652173913,17.0289855072464,3.26086956521739,0,0,0,0,19.9275362318841,58.695652173913,280,276
7495,"HAW-01987",2015,2015-06-16,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,12.7,16,"CNET","MHI","Hawaii",0,0,19.714778,-156.051834,"Forereef","Mid",2.04081632653061,25.8503401360544,2.72108843537415,0,0,1.02040816326531,0,1.36054421768707,67.0068027210884,300,294
7496,"HAW-02439",2015,2015-06-16,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,2.7,4,"CNET","MHI","Hawaii",0,0,19.674787,-156.03246,"Forereef","Shallow",10.3092783505155,17.5257731958763,3.09278350515464,0,0,0.343642611683849,0,0.343642611683849,68.3848797250859,300,291
7497,"HAW-01779",2015,2015-06-16,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,10,11.2,"CNET","MHI","Hawaii",0,0,19.575632,-155.970582,"Forereef","Mid",14.1891891891892,21.9594594594595,5.74324324324324,0,0,0.337837837837838,0,1.01351351351351,56.7567567567568,300,296
7498,"HAW-01799",2015,2015-06-16,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,6.5,7,"CNET","MHI","Hawaii",0,0,19.491988,-155.949943,"Forereef","Mid",20.2054794520548,33.2191780821918,6.16438356164384,0,0,0,0,0,40.4109589041096,300,292
7499,"HAW-02318",2015,2015-06-16,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,3.9,5.5,"CNET","MHI","Hawaii",0,0,19.485654,-155.950035,"Forereef","Shallow",42.2680412371134,5.15463917525773,17.1821305841924,0,0,0,0,0,35.3951890034364,300,291
7500,"HAW-02185",2015,2015-06-16,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,15,23,"CNET","MHI","Hawaii",0,0,19.482746,-155.948164,"Forereef","Deep",9.86394557823129,15.9863945578231,7.82312925170068,0,0,0.340136054421769,0,0,65.9863945578231,300,294
7501,"HAW-02399",2015,2015-06-16,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,8,12.7,"CNET","MHI","Hawaii",0,0,19.725837,-156.060932,"Forereef","Mid",8.86524822695035,39.3617021276596,11.3475177304965,0,0,0,0,1.41843971631206,39.0070921985816,300,282
7502,"HAW-01833",2015,2015-06-16,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,9.1,10,"CNET","MHI","Hawaii",0,0,19.65136,-156.03107,"Forereef","Mid",4.91228070175439,39.6491228070175,10.1754385964912,0,0.350877192982456,0,0,2.10526315789474,42.8070175438597,300,285
7503,"HAW-01916",2015,2015-06-16,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,17,23,"CNET","MHI","Hawaii",0,0,19.641143,-156.010026,"Forereef","Deep",15.5172413793103,35.8620689655172,6.89655172413793,0,0,0,0,2.06896551724138,39.6551724137931,300,290
7504,"HAW-02306",2015,2015-06-16,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,4.4,6.6,"CNET","MHI","Hawaii",0,0,19.582552,-155.968793,"Forereef","Shallow",3.37837837837838,61.1486486486487,0,0,0,0.337837837837838,0,14.8648648648649,20.2702702702703,300,296
7505,"HAW-01843",2015,2015-06-16,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,22,25,"CNET","MHI","Hawaii",0,0,19.509591,-155.957528,"Forereef","Deep",6.18556701030928,40.5498281786942,6.87285223367698,0,0,0,0,0.343642611683849,46.0481099656357,300,291
7506,"HAW-01901",2015,2015-06-16,"HA1503","2013-15","RAMP_BASIC","HAW_KONA",0,7.3,9,"CNET","MHI","Hawaii",0,0,19.5037,-155.952654,"Forereef","Mid",3.42465753424658,26.027397260274,2.3972602739726,0,0,0.342465753424658,0,0.684931506849315,67.1232876712329,300,292
