"","SITE","SITEVISITID","ISLAND","YearSinceDHW4","YearSinceDHW8"
"9309","ASC-00312",7000,NA,NA,NA
"9310","ASC-00316",7019,NA,NA,NA
"9311","ASC-00317",7001,NA,NA,NA
"9312","ASC-00318",7013,NA,NA,NA
"9313","ASC-00324",7011,NA,NA,NA
"9314","ASC-00337",7010,NA,NA,NA
"9315","ASC-00339",7016,NA,NA,NA
"9316","ASC-00401",10986,NA,NA,NA
"9317","ASC-00404",11001,NA,NA,NA
"9318","ASC-00414",11002,NA,NA,NA
"9319","ASC-00425",11005,NA,NA,NA
"9320","ASC-00437",11006,NA,NA,NA
"9321","ASC-00448",11003,NA,NA,NA
"9322","ASC-00455",11007,NA,NA,NA
"9323","ASC-00456",10988,NA,NA,NA
"9324","ASC-00464",11004,NA,NA,NA
"9325","ASC-00466",10987,NA,NA,NA
"9326","ASC-00487",11008,NA,NA,NA
"9327","ASC-00490",10989,NA,NA,NA
"9328","BAK-00407",8006,NA,NA,NA
"9329","BAK-00408",7984,NA,NA,NA
"9330","BAK-00418",8007,NA,NA,NA
"9331","BAK-00441",8021,NA,NA,NA
"9332","BAK-00445",8023,NA,NA,NA
"9333","BAK-00452",8008,NA,NA,NA
"9334","BAK-00454",7986,NA,NA,NA
"9335","BAK-00457",7985,NA,NA,NA
"9336","BAK-00462",8010,NA,NA,NA
"9337","BAK-00467",8022,NA,NA,NA
"9338","BAK-00469",8020,NA,NA,NA
"9339","BAK-00480",7971,NA,NA,NA
"9340","BAK-00490",7987,NA,NA,NA
"9341","BAK-00497",7970,NA,NA,NA
"9342","BAK-00506",7972,NA,NA,NA
"9343","BAK-00509",10459,NA,NA,NA
"9344","BAK-00511",10458,NA,NA,NA
"9345","BAK-00573",10464,NA,NA,NA
"9346","BAK-00581",10460,NA,NA,NA
"9347","BAK-00644",10461,NA,NA,NA
"9348","BAK-00649",10463,NA,NA,NA
"9349","BAK-00678",10462,NA,NA,NA
"9350","BAK-00724",11714,NA,NA,NA
"9351","BAK-00725",11700,NA,NA,NA
"9352","BAK-00745",11701,NA,NA,NA
"9353","BAK-00752",11715,NA,NA,NA
"9354","BAK-00761",11679,NA,NA,NA
"9355","BAK-00763",11718,NA,NA,NA
"9356","BAK-00770",11719,NA,NA,NA
"9357","BAK-00776",11680,NA,NA,NA
"9358","BAK-00804",11716,NA,NA,NA
"9359","BAK-00813",11702,NA,NA,NA
"9360","FDP-00208",7057,"Farallon_de_Pajaros",0.543956043956044,NA
"9361","FDP-00212",7050,"Farallon_de_Pajaros",0.543956043956044,NA
"9362","FDP-00221",7048,"Farallon_de_Pajaros",0.543956043956044,NA
"9363","FDP-00227",7055,"Farallon_de_Pajaros",0.543956043956044,NA
"9364","FDP-00230",7049,"Farallon_de_Pajaros",0.538461538461538,NA
"9365","FDP-00239",7047,"Farallon_de_Pajaros",0.543956043956044,NA
"9366","FDP-00247",7056,"Farallon_de_Pajaros",0.538461538461538,NA
"9367","FDP-00283",11025,"Farallon_de_Pajaros",0.653846153846154,2.70054945054945
"9368","FDP-00289",11026,"Farallon_de_Pajaros",0.651098901098901,2.69505494505494
"9369","FDP-00302",11049,"Farallon_de_Pajaros",0.656593406593407,2.7032967032967
"9370","FDP-00308",11029,"Farallon_de_Pajaros",0.651098901098901,2.69505494505494
"9371","FDP-00309",11052,"Farallon_de_Pajaros",0.656593406593407,2.7032967032967
"9372","FDP-00314",11051,"Farallon_de_Pajaros",0.656593406593407,2.70054945054945
"9373","FDP-00321",11030,"Farallon_de_Pajaros",0.651098901098901,2.69505494505494
"9374","FDP-00327",11028,"Farallon_de_Pajaros",0.653846153846154,2.6978021978022
"9375","FDP-00340",11050,"Farallon_de_Pajaros",0.656593406593407,2.7032967032967
"9376","FDP-00353",11031,"Farallon_de_Pajaros",0.651098901098901,2.69505494505494
"9377","FDP-00361",11027,"Farallon_de_Pajaros",0.651098901098901,2.69505494505494
"9378","FDP-00372",11032,"Farallon_de_Pajaros",0.653846153846154,2.70054945054945
"9379","FFS-01234",10125,NA,NA,NA
"9380","FFS-01258",10114,NA,NA,NA
"9381","FFS-01266",10098,NA,NA,NA
"9382","FFS-01270",10345,NA,NA,NA
"9383","FFS-01271",10368,NA,NA,NA
"9384","FFS-01272",10344,NA,NA,NA
"9385","FFS-01279",10378,NA,NA,NA
"9386","FFS-01284",10099,NA,NA,NA
"9387","FFS-01288",10366,NA,NA,NA
"9388","FFS-01301",10097,NA,NA,NA
"9389","FFS-01302",10100,NA,NA,NA
"9390","FFS-01309",10377,NA,NA,NA
"9391","FFS-01314",10365,NA,NA,NA
"9392","FFS-01317",10367,NA,NA,NA
"9393","FFS-01328",10376,NA,NA,NA
"9394","FFS-01336",10347,NA,NA,NA
"9395","FFS-01338",10379,NA,NA,NA
"9396","FFS-01341",10346,NA,NA,NA
"9397","FFS-01350",10115,NA,NA,NA
"9398","FFS-01355",10111,NA,NA,NA
"9399","FFS-01357",10110,NA,NA,NA
"9400","FFS-01360",10383,NA,NA,NA
"9401","FFS-01362",10117,NA,NA,NA
"9402","FFS-01368",10126,NA,NA,NA
"9403","FFS-01369",10116,NA,NA,NA
"9404","FFS-01394",10382,NA,NA,NA
"9405","FFS-04018",7248,NA,NA,NA
"9406","FFS-04030",7271,NA,NA,NA
"9407","FFS-04042",7270,NA,NA,NA
"9408","FFS-04043",7245,NA,NA,NA
"9409","FFS-04059",7272,NA,NA,NA
"9410","FFS-04062",7243,NA,NA,NA
"9411","FFS-04064",7249,NA,NA,NA
"9412","FFS-04067",7247,NA,NA,NA
"9413","FFS-04079",7246,NA,NA,NA
"9414","FFS-04084",7273,NA,NA,NA
"9415","FFS-04110",9034,NA,NA,NA
"9416","FFS-04112",9033,NA,NA,NA
"9417","FFS-04152",9032,NA,NA,NA
"9418","FFS-04153",9042,NA,NA,NA
"9419","FFS-04154",9043,NA,NA,NA
"9420","FFS-04155",9044,NA,NA,NA
"9421","FFS-04365",11250,NA,NA,NA
"9422","FFS-04383",11245,NA,NA,NA
"9423","FFS-04390",11419,NA,NA,NA
"9424","FFS-04395",11418,NA,NA,NA
"9425","FFS-04454",11408,NA,NA,NA
"9426","FFS-04461",11241,NA,NA,NA
"9427","FFS-04472",11409,NA,NA,NA
"9428","FFS-04493",11410,NA,NA,NA
"9429","FFS-04508",11246,NA,NA,NA
"9430","FFS-04523",11412,NA,NA,NA
"9431","FFS-04527",11251,NA,NA,NA
"9432","GUA-01376",6587,NA,NA,NA
"9433","GUA-01387",6586,NA,NA,NA
"9434","GUA-01390",6631,NA,NA,NA
"9435","GUA-01394",6646,NA,NA,NA
"9436","GUA-01395",6630,NA,NA,NA
"9437","GUA-01421",6628,NA,NA,NA
"9438","GUA-01422",6629,NA,NA,NA
"9439","GUA-01435",6644,NA,NA,NA
"9440","GUA-01438",6645,NA,NA,NA
"9441","GUA-01446",6643,NA,NA,NA
"9442","GUA-01459",6627,NA,NA,NA
"9443","GUA-01462",6666,NA,NA,NA
"9444","GUA-01472",6665,NA,NA,NA
"9445","GUA-01476",6668,NA,NA,NA
"9446","GUA-01487",6664,NA,NA,NA
"9447","GUA-01495",6683,NA,NA,NA
"9448","GUA-01503",6684,NA,NA,NA
"9449","GUA-01510",6682,NA,NA,NA
"9450","GUA-01521",6697,NA,NA,NA
"9451","GUA-01543",6578,NA,NA,NA
"9452","GUA-01552",6580,NA,NA,NA
"9453","GUA-01554",6669,NA,NA,NA
"9454","GUA-01560",6601,NA,NA,NA
"9455","GUA-01565",6588,NA,NA,NA
"9456","GUA-01567",6600,NA,NA,NA
"9457","GUA-01575",6676,NA,NA,NA
"9458","GUA-01593",6579,NA,NA,NA
"9459","GUA-01601",6599,NA,NA,NA
"9460","GUA-01603",6674,NA,NA,NA
"9461","GUA-01604",6677,NA,NA,NA
"9462","GUA-01618",6667,NA,NA,NA
"9463","GUA-01619",6696,NA,NA,NA
"9464","GUA-01624",6598,NA,NA,NA
"9465","GUA-01625",6670,NA,NA,NA
"9466","GUA-01639",6675,NA,NA,NA
"9467","GUA-01851",10655,NA,NA,NA
"9468","GUA-01859",10656,NA,NA,NA
"9469","GUA-01864",10674,NA,NA,NA
"9470","GUA-01869",10657,NA,NA,NA
"9471","GUA-01870",10755,NA,NA,NA
"9472","GUA-01906",10686,NA,NA,NA
"9473","GUA-01908",10754,NA,NA,NA
"9474","GUA-01919",10687,NA,NA,NA
"9475","GUA-01939",10670,NA,NA,NA
"9476","GUA-01944",10756,NA,NA,NA
"9477","GUA-01951",10671,NA,NA,NA
"9478","GUA-02016",10689,NA,NA,NA
"9479","GUA-02020",10691,NA,NA,NA
"9480","GUA-02107",10628,NA,NA,NA
"9481","GUA-02125",10631,NA,NA,NA
"9482","GUA-02140",10682,NA,NA,NA
"9483","GUA-02149",10634,NA,NA,NA
"9484","GUA-02161",10658,NA,NA,NA
"9485","GUA-02166",10630,NA,NA,NA
"9486","GUA-02193",10629,NA,NA,NA
"9487","GUA-02231",10633,NA,NA,NA
"9488","GUA-02247",10673,NA,NA,NA
"9489","GUA-02254",10690,NA,NA,NA
"9490","GUA-02258",10672,NA,NA,NA
"9491","GUA-02274",10753,NA,NA,NA
"9492","GUA-02291",10685,NA,NA,NA
"9493","GUA-02319",10680,NA,NA,NA
"9494","GUA-02332",10681,NA,NA,NA
"9495","GUA-02339",10632,NA,NA,NA
"9496","GUA-02351",10683,NA,NA,NA
"9497","GUG-00201",7159,NA,NA,NA
"9498","GUG-00204",7161,NA,NA,NA
"9499","GUG-00230",7158,NA,NA,NA
"9500","GUG-00234",7160,NA,NA,NA
"9501","GUG-00241",7173,NA,NA,NA
"9502","GUG-00278",10885,NA,NA,NA
"9503","GUG-00293",10884,NA,NA,NA
"9504","GUG-00318",10886,NA,NA,NA
"9505","HAW-01402",5936,NA,NA,NA
"9506","HAW-01411",5937,NA,NA,NA
"9507","HAW-01448",5939,NA,NA,NA
"9508","HAW-01468",5938,NA,NA,NA
"9509","HAW-01476",5942,NA,NA,NA
"9510","HAW-01487",5947,NA,NA,NA
"9511","HAW-01488",6015,NA,NA,NA
"9512","HAW-01540",6016,NA,NA,NA
"9513","HAW-01566",5948,NA,NA,NA
"9514","HAW-01579",6017,NA,NA,NA
"9515","HAW-01619",6018,NA,NA,NA
"9516","HAW-01625",5967,NA,NA,NA
"9517","HAW-01631",5955,NA,NA,NA
"9518","HAW-01643",5956,NA,NA,NA
"9519","HAW-01648",5982,NA,NA,NA
"9520","HAW-01677",5986,NA,NA,NA
"9521","HAW-01693",5987,NA,NA,NA
"9522","HAW-01733",5988,NA,NA,NA
"9523","HAW-01743",5983,NA,NA,NA
"9524","HAW-01748",5957,NA,NA,NA
"9525","HAW-01750",5968,NA,NA,NA
"9526","HAW-01757",5969,NA,NA,NA
"9527","HAW-01759",5981,NA,NA,NA
"9528","HAW-01766",5989,NA,NA,NA
"9529","HAW-03008",9900,NA,NA,NA
"9530","HAW-03009",9960,NA,NA,NA
"9531","HAW-03010",9946,NA,NA,NA
"9532","HAW-03042",9882,NA,NA,NA
"9533","HAW-03057",9898,NA,NA,NA
"9534","HAW-03075",9962,NA,NA,NA
"9535","HAW-03077",9961,NA,NA,NA
"9536","HAW-03079",9948,NA,NA,NA
"9537","HAW-03084",9901,NA,NA,NA
"9538","HAW-03085",9963,NA,NA,NA
"9539","HAW-03087",9899,NA,NA,NA
"9540","HAW-03095",9883,NA,NA,NA
"9541","HAW-03106",9881,NA,NA,NA
"9542","HAW-03115",9947,NA,NA,NA
"9543","HAW-03132",9866,NA,NA,NA
"9544","HAW-03148",9873,NA,NA,NA
"9545","HAW-03151",9867,NA,NA,NA
"9546","HAW-03157",9869,NA,NA,NA
"9547","HAW-03172",9874,NA,NA,NA
"9548","HAW-03186",9876,NA,NA,NA
"9549","HAW-03192",9875,NA,NA,NA
"9550","HAW-03204",9868,NA,NA,NA
"9551","HAW-03236",9851,NA,NA,NA
"9552","HAW-03261",9852,NA,NA,NA
"9553","HAW-03281",9853,NA,NA,NA
"9554","HAW-03288",9854,NA,NA,NA
"9555","HAW-03291",9855,NA,NA,NA
"9556","HAW-03317",9950,NA,NA,NA
"9557","HAW-03321",9902,NA,NA,NA
"9558","HAW-03326",9880,NA,NA,NA
"9559","HAW-03336",9949,NA,NA,NA
"9560","HAW-03433",12870,NA,NA,NA
"9561","HAW-03434",12868,NA,NA,NA
"9562","HAW-03436",12877,NA,NA,NA
"9563","HAW-03441",12878,NA,NA,NA
"9564","HAW-03445",12871,NA,NA,NA
"9565","HAW-03451",12869,NA,NA,NA
"9566","HAW-03465",12879,NA,NA,NA
"9567","HAW-04203",12999,NA,NA,NA
"9568","HAW-04208",12974,NA,NA,NA
"9569","HAW-04219",12997,NA,NA,NA
"9570","HAW-04220",12965,NA,NA,NA
"9571","HAW-04221",12958,NA,NA,NA
"9572","HAW-04222",12996,NA,NA,NA
"9573","HAW-04224",12972,NA,NA,NA
"9574","HAW-04227",12966,NA,NA,NA
"9575","HAW-04231",12973,NA,NA,NA
"9576","HAW-04232",12971,NA,NA,NA
"9577","HAW-04234",12998,NA,NA,NA
"9578","HAW-04237",12957,NA,NA,NA
"9579","HAW-04239",12956,NA,NA,NA
"9580","HAW-04240",13013,NA,NA,NA
"9581","HAW-04241",13014,NA,NA,NA
"9582","HAW-04243",13022,NA,NA,NA
"9583","HAW-04245",12929,NA,NA,NA
"9584","HAW-04247",12959,NA,NA,NA
"9585","HAW-04249",12967,NA,NA,NA
"9586","HAW-04252",12934,NA,NA,NA
"9587","HAW-04253",12938,NA,NA,NA
"9588","HAW-04254",13012,NA,NA,NA
"9589","HAW-04257",12936,NA,NA,NA
"9590","HAW-04259",13062,NA,NA,NA
"9591","HAW-04260",13015,NA,NA,NA
"9592","HAW-04263",12927,NA,NA,NA
"9593","HAW-04264",13028,NA,NA,NA
"9594","HAW-04267",12939,NA,NA,NA
"9595","HAW-04268",13026,NA,NA,NA
"9596","HAW-04272",12935,NA,NA,NA
"9597","HAW-04277",12928,NA,NA,NA
"9598","HAW-04278",12940,NA,NA,NA
"9599","HAW-04280",13024,NA,NA,NA
"9600","HAW-04283",12941,NA,NA,NA
"9601","HAW-04285",12937,NA,NA,NA
"9602","HAW-04287",13023,NA,NA,NA
"9603","HAW-04292",13063,NA,NA,NA
"9604","HAW-04294",13027,NA,NA,NA
"9605","HAW-04296",13025,NA,NA,NA
"9606","HAW-04299",13064,NA,NA,NA
"9607","HAW-04300",12926,NA,NA,NA
"9608","HAW-04304",13021,NA,NA,NA
"9609","HOW-00600",7943,NA,NA,NA
"9610","HOW-00604",7909,NA,NA,NA
"9611","HOW-00607",7942,NA,NA,NA
"9612","HOW-00611",7920,NA,NA,NA
"9613","HOW-00617",7933,NA,NA,NA
"9614","HOW-00636",7935,NA,NA,NA
"9615","HOW-00640",7949,NA,NA,NA
"9616","HOW-00642",7945,NA,NA,NA
"9617","HOW-00646",7911,NA,NA,NA
"9618","HOW-00647",7944,NA,NA,NA
"9619","HOW-00648",7922,NA,NA,NA
"9620","HOW-00650",7948,NA,NA,NA
"9621","HOW-00655",7910,NA,NA,NA
"9622","HOW-00672",7947,NA,NA,NA
"9623","HOW-00686",7964,NA,NA,NA
"9624","HOW-00687",7960,NA,NA,NA
"9625","HOW-00688",7923,NA,NA,NA
"9626","HOW-00690",7921,NA,NA,NA
"9627","HOW-00694",7934,NA,NA,NA
"9628","HOW-00697",7936,NA,NA,NA
"9629","HOW-00699",7963,NA,NA,NA
"9630","HOW-00719",10496,NA,NA,NA
"9631","HOW-00746",10495,NA,NA,NA
"9632","HOW-00778",10497,NA,NA,NA
"9633","HOW-00805",10498,NA,NA,NA
"9634","HOW-00818",10500,NA,NA,NA
"9635","HOW-00822",10499,NA,NA,NA
"9636","HOW-00860",11642,NA,NA,NA
"9637","HOW-00861",11622,NA,NA,NA
"9638","HOW-00862",11660,NA,NA,NA
"9639","HOW-00865",11620,NA,NA,NA
"9640","HOW-00866",11573,NA,NA,NA
"9641","HOW-00890",11643,NA,NA,NA
"9642","HOW-00891",11644,NA,NA,NA
"9643","HOW-00910",11621,NA,NA,NA
"9644","HOW-01031",11661,NA,NA,NA
"9645","JAR-00602",8736,NA,NA,NA
"9646","JAR-00605",8712,NA,NA,NA
"9647","JAR-00608",8690,NA,NA,NA
"9648","JAR-00613",8782,NA,NA,NA
"9649","JAR-00615",8740,NA,NA,NA
"9650","JAR-00617",8716,NA,NA,NA
"9651","JAR-00622",8784,NA,NA,NA
"9652","JAR-00625",8778,NA,NA,NA
"9653","JAR-00627",8738,NA,NA,NA
"9654","JAR-00628",8779,NA,NA,NA
"9655","JAR-00631",8760,NA,NA,NA
"9656","JAR-00634",8761,NA,NA,NA
"9657","JAR-00637",8741,NA,NA,NA
"9658","JAR-00638",8759,NA,NA,NA
"9659","JAR-00642",8691,NA,NA,NA
"9660","JAR-00644",8742,NA,NA,NA
"9661","JAR-00645",8762,NA,NA,NA
"9662","JAR-00647",8695,NA,NA,NA
"9663","JAR-00649",8777,NA,NA,NA
"9664","JAR-00653",8757,NA,NA,NA
"9665","JAR-00657",8717,NA,NA,NA
"9666","JAR-00659",8681,NA,NA,NA
"9667","JAR-00661",8756,NA,NA,NA
"9668","JAR-00662",8694,NA,NA,NA
"9669","JAR-00663",8737,NA,NA,NA
"9670","JAR-00665",8783,NA,NA,NA
"9671","JAR-00667",8714,NA,NA,NA
"9672","JAR-00668",8780,NA,NA,NA
"9673","JAR-00669",8758,NA,NA,NA
"9674","JAR-00674",8713,NA,NA,NA
"9675","JAR-00682",8743,NA,NA,NA
"9676","JAR-00688",8696,NA,NA,NA
"9677","JAR-00694",8739,NA,NA,NA
"9678","JAR-00696",8715,NA,NA,NA
"9679","JAR-00699",8682,NA,NA,NA
"9680","JAR-00704",8692,NA,NA,NA
"9681","JAR-00707",8785,NA,NA,NA
"9682","JAR-00708",8697,NA,NA,NA
"9683","JAR-00721",8683,NA,NA,NA
"9684","JAR-00722",8693,NA,NA,NA
"9685","JAR-00728",8763,NA,NA,NA
"9686","JAR-00730",8718,NA,NA,NA
"9687","JAR-00850",9575,NA,NA,NA
"9688","JAR-00854",9583,NA,NA,NA
"9689","JAR-00860",9570,NA,NA,NA
"9690","JAR-00866",9592,NA,NA,NA
"9691","JAR-00871",9573,NA,NA,NA
"9692","JAR-00875",9601,NA,NA,NA
"9693","JAR-00878",9610,NA,NA,NA
"9694","JAR-00882",9605,NA,NA,NA
"9695","JAR-00885",9572,NA,NA,NA
"9696","JAR-00886",9584,NA,NA,NA
"9697","JAR-00887",9604,NA,NA,NA
"9698","JAR-00888",9594,NA,NA,NA
"9699","JAR-00891",9576,NA,NA,NA
"9700","JAR-00893",9596,NA,NA,NA
"9701","JAR-00895",9603,NA,NA,NA
"9702","JAR-00901",9612,NA,NA,NA
"9703","JAR-00902",9613,NA,NA,NA
"9704","JAR-00906",9611,NA,NA,NA
"9705","JAR-00910",9600,NA,NA,NA
"9706","JAR-00913",9602,NA,NA,NA
"9707","JAR-00918",9593,NA,NA,NA
"9708","JAR-00920",9586,NA,NA,NA
"9709","JAR-00921",9595,NA,NA,NA
"9710","JAR-00932",9585,NA,NA,NA
"9711","JAR-00936",9614,NA,NA,NA
"9712","JAR-00939",9578,NA,NA,NA
"9713","JAR-00941",9587,NA,NA,NA
"9714","JAR-00951",9571,NA,NA,NA
"9715","JAR-00954",9574,NA,NA,NA
"9716","JAR-00959",9577,NA,NA,NA
"9717","JAR-01111",10432,NA,NA,NA
"9718","JAR-01113",10399,NA,NA,NA
"9719","JAR-01122",10427,NA,NA,NA
"9720","JAR-01126",10416,NA,NA,NA
"9721","JAR-01131",10418,NA,NA,NA
"9722","JAR-01133",10419,NA,NA,NA
"9723","JAR-01137",10447,NA,NA,NA
"9724","JAR-01142",10433,NA,NA,NA
"9725","JAR-01158",10428,NA,NA,NA
"9726","JAR-01680",10421,NA,NA,NA
"9727","JAR-01681",10420,NA,NA,NA
"9728","JAR-01685",10422,NA,NA,NA
"9729","JAR-01686",10445,NA,NA,NA
"9730","JAR-01687",10435,NA,NA,NA
"9731","JAR-01688",10401,NA,NA,NA
"9732","JAR-01699",10429,NA,NA,NA
"9733","JAR-01715",10400,NA,NA,NA
"9734","JAR-01718",10424,NA,NA,NA
"9735","JAR-01720",10430,NA,NA,NA
"9736","JAR-01723",10431,NA,NA,NA
"9737","JAR-01745",10403,NA,NA,NA
"9738","JAR-01751",10423,NA,NA,NA
"9739","JAR-01752",10417,NA,NA,NA
"9740","JAR-01753",10443,NA,NA,NA
"9741","JAR-01757",10450,NA,NA,NA
"9742","JAR-01760",10434,NA,NA,NA
"9743","JAR-01761",10448,NA,NA,NA
"9744","JAR-01763",10442,NA,NA,NA
"9745","JAR-01767",10402,NA,NA,NA
"9746","JAR-01776",10449,NA,NA,NA
"9747","JAR-01779",10444,NA,NA,NA
"9748","JAR-01789",10446,NA,NA,NA
"9749","JAR-01900",12300,NA,NA,NA
"9750","JAR-01915",12301,NA,NA,NA
"9751","JAR-01916",12213,NA,NA,NA
"9752","JAR-01918",12247,NA,NA,NA
"9753","JAR-01919",12232,NA,NA,NA
"9754","JAR-01923",12302,NA,NA,NA
"9755","JAR-01931",12306,NA,NA,NA
"9756","JAR-01935",12248,NA,NA,NA
"9757","JAR-01939",12303,NA,NA,NA
"9758","JAR-01945",12273,NA,NA,NA
"9759","JAR-01948",12214,NA,NA,NA
"9760","JAR-01950",12249,NA,NA,NA
"9761","JAR-01965",12274,NA,NA,NA
"9762","JAR-01967",12275,NA,NA,NA
"9763","JAR-01974",12234,NA,NA,NA
"9764","JAR-01977",12304,NA,NA,NA
"9765","JAR-01980",12212,NA,NA,NA
"9766","JAR-01981",12272,NA,NA,NA
"9767","JAR-01984",12233,NA,NA,NA
"9768","JAR-01995",12215,NA,NA,NA
"9769","JAR-01997",12251,NA,NA,NA
"9770","JAR-02016",12277,NA,NA,NA
"9771","JAR-02019",12217,NA,NA,NA
"9772","JAR-02021",12216,NA,NA,NA
"9773","JAR-02031",12235,NA,NA,NA
"9774","JAR-02039",12305,NA,NA,NA
"9775","JAR-02040",12276,NA,NA,NA
"9776","JAR-02046",12250,NA,NA,NA
"9777","JOH-00610",7894,NA,NA,NA
"9778","JOH-00613",7897,NA,NA,NA
"9779","JOH-00643",7895,NA,NA,NA
"9780","JOH-00645",7896,NA,NA,NA
"9781","JOH-00664",7866,NA,NA,NA
"9782","JOH-00675",7873,NA,NA,NA
"9783","JOH-00701",7848,NA,NA,NA
"9784","JOH-00711",7850,NA,NA,NA
"9785","JOH-00714",7874,NA,NA,NA
"9786","JOH-00715",7867,NA,NA,NA
"9787","JOH-00722",7868,NA,NA,NA
"9788","JOH-00765",7869,NA,NA,NA
"9789","JOH-00776",7849,NA,NA,NA
"9790","JOH-00833",7875,NA,NA,NA
"9791","JOH-00843",7876,NA,NA,NA
"9792","KAH-00321",10039,NA,NA,NA
"9793","KAH-00327",9662,NA,NA,NA
"9794","KAH-00334",10042,NA,NA,NA
"9795","KAH-00336",9665,NA,NA,NA
"9796","KAH-00358",9664,NA,NA,NA
"9797","KAH-00362",10041,NA,NA,NA
"9798","KAH-00363",9661,NA,NA,NA
"9799","KAH-00369",9660,NA,NA,NA
"9800","KAH-00370",9663,NA,NA,NA
"9801","KAH-00385",9659,NA,NA,NA
"9802","KAH-00419",10040,NA,NA,NA
"9803","KAH-00608",12895,NA,NA,NA
"9804","KAH-00619",12696,NA,NA,NA
"9805","KAH-00627",12698,NA,NA,NA
"9806","KAH-00632",12893,NA,NA,NA
"9807","KAH-00635",12705,NA,NA,NA
"9808","KAH-00646",12892,NA,NA,NA
"9809","KAH-00659",12697,NA,NA,NA
"9810","KAH-00662",12897,NA,NA,NA
"9811","KAH-00663",12894,NA,NA,NA
"9812","KAH-00672",12896,NA,NA,NA
"9813","KAU-01217",6154,NA,NA,NA
"9814","KAU-01231",6074,NA,NA,NA
"9815","KAU-01238",6159,NA,NA,NA
"9816","KAU-01252",6155,NA,NA,NA
"9817","KAU-01263",6158,NA,NA,NA
"9818","KAU-01291",6157,NA,NA,NA
"9819","KAU-01293",6156,NA,NA,NA
"9820","KAU-01312",6116,NA,NA,NA
"9821","KAU-01339",6121,NA,NA,NA
"9822","KAU-01340",6119,NA,NA,NA
"9823","KAU-01352",6122,NA,NA,NA
"9824","KAU-01361",6120,NA,NA,NA
"9825","KAU-01363",6117,NA,NA,NA
"9826","KAU-01366",6118,NA,NA,NA
"9827","KAU-01704",9770,NA,NA,NA
"9828","KAU-01709",9806,NA,NA,NA
"9829","KAU-01729",9760,NA,NA,NA
"9830","KAU-01732",9771,NA,NA,NA
"9831","KAU-01739",9761,NA,NA,NA
"9832","KAU-01748",9762,NA,NA,NA
"9833","KAU-01763",9808,NA,NA,NA
"9834","KAU-01764",9773,NA,NA,NA
"9835","KAU-01766",9807,NA,NA,NA
"9836","KAU-01771",9809,NA,NA,NA
"9837","KAU-01785",9772,NA,NA,NA
"9838","KAU-01799",9793,NA,NA,NA
"9839","KAU-01815",9792,NA,NA,NA
"9840","KAU-01848",9794,NA,NA,NA
"9841","KAU-01851",9796,NA,NA,NA
"9842","KAU-01874",9797,NA,NA,NA
"9843","KAU-01875",9795,NA,NA,NA
"9844","KAU-02100",13216,NA,NA,NA
"9845","KAU-02101",13112,NA,NA,NA
"9846","KAU-02105",13115,NA,NA,NA
"9847","KAU-02113",13219,NA,NA,NA
"9848","KAU-02115",13116,NA,NA,NA
"9849","KAU-02118",13218,NA,NA,NA
"9850","KAU-02119",13113,NA,NA,NA
"9851","KAU-02127",13114,NA,NA,NA
"9852","KAU-02128",13117,NA,NA,NA
"9853","KAU-02133",13217,NA,NA,NA
"9854","KAU-02145",13201,NA,NA,NA
"9855","KAU-02146",13202,NA,NA,NA
"9856","KAU-02160",13204,NA,NA,NA
"9857","KAU-02164",13203,NA,NA,NA
"9858","KAU-02166",13205,NA,NA,NA
"9859","KIN-00400",8945,NA,NA,NA
"9860","KIN-00414",8946,NA,NA,NA
"9861","KIN-00423",8996,NA,NA,NA
"9862","KIN-00427",8947,NA,NA,NA
"9863","KIN-00438",8948,NA,NA,NA
"9864","KIN-00440",8994,NA,NA,NA
"9865","KIN-00448",8971,NA,NA,NA
"9866","KIN-00450",8926,NA,NA,NA
"9867","KIN-00463",8972,NA,NA,NA
"9868","KIN-00474",8927,NA,NA,NA
"9869","KIN-00477",8976,NA,NA,NA
"9870","KIN-00480",8928,NA,NA,NA
"9871","KIN-00488",8977,NA,NA,NA
"9872","KIN-00492",8929,NA,NA,NA
"9873","KIN-00548",8975,NA,NA,NA
"9874","KIN-00556",8984,NA,NA,NA
"9875","KIN-00574",8973,NA,NA,NA
"9876","KIN-00586",8985,NA,NA,NA
"9877","KIN-00588",8986,NA,NA,NA
"9878","KIN-00599",8987,NA,NA,NA
"9879","KIN-00610",8974,NA,NA,NA
"9880","KIN-00616",9003,NA,NA,NA
"9881","KIN-00623",9002,NA,NA,NA
"9882","KIN-00652",9004,NA,NA,NA
"9883","KIN-00815",12484,NA,NA,NA
"9884","KIN-00821",12490,NA,NA,NA
"9885","KIN-00832",12436,NA,NA,NA
"9886","KIN-00835",12438,NA,NA,NA
"9887","KIN-00837",12485,NA,NA,NA
"9888","KIN-00838",12486,NA,NA,NA
"9889","KIN-00841",12437,NA,NA,NA
"9890","KIN-00843",12434,NA,NA,NA
"9891","KIN-00850",12433,NA,NA,NA
"9892","KIN-00855",12494,NA,NA,NA
"9893","KIN-00860",12487,NA,NA,NA
"9894","KIN-00862",12496,NA,NA,NA
"9895","KIN-00863",12491,NA,NA,NA
"9896","KIN-00865",12492,NA,NA,NA
"9897","KIN-00868",12439,NA,NA,NA
"9898","KIN-00871",12488,NA,NA,NA
"9899","KIN-00872",12493,NA,NA,NA
